run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260331T232833-k3-d7-p1-15-r2-i320-s1234,cluster,slurm-987279-4,2026-03-31T23:28:33,7e19a0dd88b7c04828eed77b885de33207dbcefb,main,true,3,7,1,1,2,320,1234,0.629519381067,0.736139,0.562964,34,3,4,true,0,random,1.0e-06,0.40773374676474355,0.28860227562747015
20260331T232833-k3-d7-p1-15-r2-i320-s1234,cluster,slurm-987279-4,2026-03-31T23:28:33,7e19a0dd88b7c04828eed77b885de33207dbcefb,main,true,3,7,2,1,2,320,1234,0.676725383483,0.054069,0.036845,160,3,10,true,0,random,1.0e-06,0.31129303317553225;2.6243790305837313,1.9249735137117718;1.3619736728738157
20260331T232833-k3-d7-p1-15-r2-i320-s1234,cluster,slurm-987279-4,2026-03-31T23:28:33,7e19a0dd88b7c04828eed77b885de33207dbcefb,main,true,3,7,3,1,2,320,1234,0.690049896619,0.067705,0.064065,235,3,29,true,0,random,1.0e-06,2.976573601464134;2.696874184206465;2.6306076772529625,0.645535222235662;0.32171345487094305;1.3788905247840106
20260331T232833-k3-d7-p1-15-r2-i320-s1234,cluster,slurm-987279-4,2026-03-31T23:28:33,7e19a0dd88b7c04828eed77b885de33207dbcefb,main,true,3,7,4,1,2,640,1234,0.707849354346,0.167624,0.166930,221,3,38,true,0,random,1.0e-06,3.410000147717153;2.693908208733878;1.979763819538146;5.630164489068217,1.9457891450568316;2.8640693562685335;1.6006278833777785;1.744745247157309
20260331T232833-k3-d7-p1-15-r2-i320-s1234,cluster,slurm-987279-4,2026-03-31T23:28:33,7e19a0dd88b7c04828eed77b885de33207dbcefb,main,true,3,7,5,1,2,1280,1234,0.717821118006,0.343456,0.342203,259,3,50,true,0,random,1.0e-06,0.21050472802688913;0.13716365292891786;3.6115783078999595;3.0238799476643003;0.6726429789449998,0.9075192929224905;0.47133994882663294;2.6076209865009536;2.861733377119552;0.14941312540280194
20260331T232833-k3-d7-p1-15-r2-i320-s1234,cluster,slurm-987279-4,2026-03-31T23:28:33,7e19a0dd88b7c04828eed77b885de33207dbcefb,main,true,3,7,6,1,2,1280,1234,0.732884721783,1.949499,0.638260,487,3,25,true,0,warm,1.0e-06,0.20446681225857125;0.12127621142459344;3.576983382566382;3.0174600429477576;0.6175955495173172;0.5132942014115288,0.8963574215140266;0.48522223088071476;2.6185712420133536;2.9103992619918397;0.23439686005829313;0.13396142134921224
20260331T232833-k3-d7-p1-15-r2-i320-s1234,cluster,slurm-987279-4,2026-03-31T23:28:33,7e19a0dd88b7c04828eed77b885de33207dbcefb,main,true,3,7,7,1,2,1280,1234,0.745538473418,10.736366,3.251957,402,3,28,true,0,warm,1.0e-06,0.18965183723745843;0.11413084351160158;3.5433519020366;3.0151700126876335;0.5727794680494351;0.44970486925218567;0.5055712784971157,0.8746161395320261;0.4982622980614371;2.615444280999072;2.9291867256271433;0.2635452371736963;0.21859419965066165;0.12225618681986558
20260331T232833-k3-d7-p1-15-r2-i320-s1234,cluster,slurm-987279-4,2026-03-31T23:28:33,7e19a0dd88b7c04828eed77b885de33207dbcefb,main,true,3,7,8,1,2,1280,1234,0.755518998198,105.949895,26.597678,1143,3,46,true,0,warm,1.0e-06,0.1810628591768003;0.1070903439927936;3.523914370028676;3.0180514512578362;0.5443264260277737;0.4071494720672564;0.4485675488760207;0.5065859057783305,0.8671731198079852;0.5036616015699258;2.616312865072309;2.940514670242895;0.27518527956083516;0.2488089728045045;0.20384436318129512;0.1098564810341648
20260401T022535-k3-d7-p9-15-r2-i320-s1234,experiment,unknown,2026-04-01T02:25:35,de204b9d86cf233799b0f6d1633b672af81bbd46,main,true,3,7,9,1,2,1280,1234,0.763714067285,5682.435058,586.637585,8314,4,29,true,1,retry,1.0e-05,0.17519600312817932;0.10100170134689944;3.5080442487450108;3.021261556338734;0.5235613689241861;0.38325140584271805;0.4044246630455322;0.4489588935145718;0.5072075886459598,0.8608424649089841;0.5079065589872537;2.618840203118648;2.94869979859236;0.2805861134539135;0.26428404358792557;0.2368737445673399;0.1919797618560803;0.10097233347284379
20260401T022535-k3-d7-p9-15-r2-i320-s1234,experiment,unknown,2026-04-01T02:25:35,de204b9d86cf233799b0f6d1633b672af81bbd46,main,true,3,7,10,1,2,1280,1234,0.770589728006,3005.846841,3002.490782,1161,3,25,true,0,warm,1.0e-06,0.17289050501459433;0.0942725293281533;3.4974844900609083;3.0230991562901637;0.5088768656564088;0.3669280881299378;0.37954045286849114;0.40215324594400037;0.44991007840099384;0.5085291091912257,0.8606881411890824;0.510319844276914;2.624642948773855;2.956175732751983;0.28267199529082015;0.2711889599490248;0.25331090738512146;0.2266873754974138;0.1813437476608506;0.09308138226223525
20260401T022535-k3-d7-p9-15-r2-i320-s1234,experiment,unknown,2026-04-01T02:25:35,de204b9d86cf233799b0f6d1633b672af81bbd46,main,true,3,7,11,1,0,1280,1234,0.776253049985,2391.740956,2377.373194,151,1,7,true,0,warm,1.0e-05,0.16595899362657057;0.09385481122260654;3.488375462990513;3.0210793300906134;0.5066612254848006;0.3642437752016365;0.37555163285301;0.3906747534317212;0.4206483423354062;0.4774995308472787;0.5235540764653516,0.865103512932984;0.5010594999736915;2.6174908126601237;2.953478252978337;0.28727171751455755;0.28135241833751246;0.2676387493585331;0.25036865755751636;0.21373569377213222;0.1517999096849494;0.0670974930202271
20260401T022535-k3-d7-p9-15-r2-i320-s1234,experiment,unknown,2026-04-01T02:25:35,de204b9d86cf233799b0f6d1633b672af81bbd46,main,true,3,7,12,1,0,1280,1234,0.782540928448,10293.644425,10229.494295,147,1,3,true,0,warm,1.0e-04,0.16536103261602142;0.09272212879578941;3.4889538752615112;3.021068508316658;0.5067064269911649;0.36253501040911273;0.3768727207306824;0.39190553586568344;0.4221149323218878;0.47826298218274643;0.5224766542559178;0.5236313232082486,0.8640386334134803;0.49863055479025437;2.617842295707172;2.9507220313545535;0.28757535974707604;0.2818817911108353;0.2679771916610839;0.2494661610892837;0.21393024298195143;0.15166696229886906;0.07367351230542012;0.06148789386746323
20260401T022535-k3-d7-p9-15-r2-i320-s1234,experiment,unknown,2026-04-01T02:25:35,de204b9d86cf233799b0f6d1633b672af81bbd46,main,true,3,7,13,1,0,1280,1234,0.858036436291,65598.255199,65304.735559,183,1,4,true,0,warm,1.0e-04,0.16536103261602142;0.09272212879578944;3.4889538752615112;3.021068508316658;0.5067064269911649;0.36253501040911273;0.3768727207306824;0.39190553586568344;0.42211493232188785;0.47826298218274643;0.5224766542559178;0.5236313232082486;0.5236313232082486,0.8640386334134803;0.49863055479025437;2.617842295707172;2.9507220313545535;0.28757535974707604;0.2818817911108353;0.2679771916610839;0.2494661610892837;0.21393024298195143;0.15166696229886906;0.07367351230542012;0.06148789386746321;0.061487893867463214
20260401T022535-k3-d7-p9-15-r2-i320-s1234,experiment,unknown,2026-04-01T02:25:35,de204b9d86cf233799b0f6d1633b672af81bbd46,main,true,3,7,14,1,0,1280,1234,7.217076932993,3073.303441,1728.523726,1,1,0,true,0,warm,1.0e-04,0.16536103261602142;0.09272212879578944;3.4889538752615112;3.021068508316658;0.5067064269911649;0.36253501040911273;0.3768727207306824;0.39190553586568344;0.42211493232188785;0.47826298218274643;0.5224766542559178;0.5236313232082486;0.5236313232082486;0.5236313232082486,0.8640386334134803;0.49863055479025437;2.617842295707172;2.9507220313545535;0.28757535974707604;0.2818817911108353;0.2679771916610839;0.2494661610892837;0.21393024298195143;0.15166696229886906;0.07367351230542012;0.06148789386746321;0.061487893867463214;0.061487893867463214
20260401T022535-k3-d7-p9-15-r2-i320-s1234,experiment,unknown,2026-04-01T02:25:35,de204b9d86cf233799b0f6d1633b672af81bbd46,main,true,3,7,15,1,0,1280,1234,3785041395846927360.000000000000,13917.675189,7883.417866,1,1,0,true,0,warm,1.0e-04,0.16536103261602142;0.09272212879578944;3.4889538752615112;3.021068508316658;0.5067064269911649;0.36253501040911273;0.3768727207306824;0.39190553586568344;0.42211493232188785;0.47826298218274643;0.5224766542559178;0.5236313232082486;0.5236313232082486;0.5236313232082486;0.5236313232082486,0.8640386334134803;0.49863055479025437;2.617842295707172;2.9507220313545535;0.28757535974707604;0.2818817911108353;0.2679771916610839;0.2494661610892837;0.21393024298195143;0.15166696229886906;0.07367351230542012;0.06148789386746321;0.061487893867463214;0.061487893867463214;0.061487893867463214
