start_index,p,gamma,beta
1,11,3.388537866483183;5.850384781631659;0.8338363060455253;0.27375669896262406;0.44480436075805596;6.174327749657721;-0.10610548451599494;2.4836365586806233;3.5236372620918486;3.360527078692923;2.225288841871701,1.9630772009258082;1.9002663190526106;3.020808288751646;1.616324468255197;1.3602779246102903;0.9870331479949469;1.224959288466527;2.6739346165715205;1.639792629996934;1.87367861547982;0.12514291400122574
