start_index,p,gamma,beta
1,11,3.7140317267638974;6.501866287076196;0.18663634692351405;1.1056270052921988;0.5556012162989733;5.956669384468842;-1.2944208945718154;2.9625234462550356;4.0396331391120635;3.2967262150636953;2.3914943751098092,1.7587555842704652;2.200708992269699;3.307712615490026;1.582136754277819;1.4941146838188815;0.16999001964260121;1.7288138588940571;2.6405394110409057;1.7634762883142545;2.6961849937155464;-0.12580621078431278
