run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260331T155117-k3-d4-p11-12-r2-i320-s1234,experiment,unknown,2026-03-31T15:51:17,3e6815edca4049974246fdcc9493595e63c10a7b,main,true,3,4,11,1,0,1280,1234,0.828809099752,10507.257826,10497.610387,732,1,262,true,0,random,1.0e-05,3.7140317267638974;0.21868097989661006;0.18663634692351405;1.1056270052921988;0.5556012162989733;5.956669384468842;4.988764412607771;2.9625234462550356;4.0396331391120635;3.2967262150636953;2.3914943751098092,1.7587555842704652;2.200708992269699;0.16611996190023293;1.582136754277819;1.4941146838188815;0.16999001964260121;1.7288138588940571;2.6405394110409057;1.7634762883142545;2.6961849937155464;3.01578644280548
