run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260404T210559-k5-d6-p3-3-r2-i320-s1234,experiment,unknown,2026-04-04T21:05:59,f354eb1347b61745b2131a6750a8faeac4d3e8c0,main,true,5,6,3,1,2,320,1234,0.753676130935,0.931746,0.625367,212,3,25,true,0,random,1.0e-06,0.3261509283441488;2.643685507182205;3.6951937359739673,1.3392005261921685;1.382937629780114;1.444730339463213
