run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260404T210547-k4-d8-p3-3-r2-i320-s1234,experiment,unknown,2026-04-04T21:05:47,f354eb1347b61745b2131a6750a8faeac4d3e8c0,main,true,4,8,3,1,2,320,1234,0.693009032930,0.856433,0.577934,152,3,21,true,0,random,1.0e-06,3.4080045823121092;0.427273540511532;6.171882358557061,0.2798494996700143;0.4607076166251645;2.84781244854005
