run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
warmstart,experiment,warmstart,2026-04-08T14:15:27,warmstart,main,false,3,8,12,1,0,1280,1234,0.801349079025,0.0,0.0,0,1,0,true,0,warm,1.0e-06,2.9804524541541153;0.28977909874949953;0.3082871986252873;0.3158013425382579;0.32488375138644965;0.3437964910833486;0.34487657891842827;0.37421909001224335;0.41746860160482613;0.467197408922344;0.4756438940829537;0.47632676479536884,1.9540166754358628;0.31199677787707725;0.284119280036603;0.2696242064179985;0.2698265528339488;0.2576635245942408;0.23644891418272523;0.20999567928161003;0.1699896070508919;0.11166438288840887;0.05087938189180492;0.05008046296053136
