start_index,p,gamma,beta
1,11,0.2085169249852291;0.3196158418320338;0.36607304980889815;0.36006713788544337;0.3643885234588698;0.3692981326195111;0.39119433161723915;0.41507734189576545;0.46792186219894155;0.4999426960654918;0.49139947535966727,0.29071537528065616;0.22507894077131502;0.2245068283215699;0.203384752822114;0.20513512626014743;0.20220775860616738;0.19551141684276757;0.17518577881404157;0.12034319476383275;0.06193495269183811;0.03365754430981135
