start,iteration,value,g_norm
2,0,-4.999812627565e-01,9.190329e-04
2,1,-4.999996567616e-01,3.819283e-05
2,2,-5.144632256470e-01,1.855504e-01
2,3,-5.196026913419e-01,1.343824e-01
2,4,-5.586265642685e-01,3.137038e-01
2,5,-5.586694761822e-01,3.058491e-01
2,6,-6.102713656031e-01,3.253314e-01
2,7,-6.425080356090e-01,3.797531e-01
2,8,-6.745883774460e-01,1.202411e-01
2,9,-6.835377797728e-01,6.327045e-02
2,10,-6.873568548657e-01,7.955856e-02
2,11,-6.921606291721e-01,7.713262e-02
2,12,-6.938308999453e-01,4.772050e-02
2,13,-6.944005781972e-01,1.268981e-02
2,14,-6.945057255718e-01,9.713291e-03
2,15,-6.945650782152e-01,5.609578e-03
2,16,-6.945735098530e-01,1.222113e-03
2,17,-6.945766388768e-01,2.009457e-03
2,18,-6.945789472074e-01,2.453041e-04
2,19,-6.945789920462e-01,5.136092e-05
2,20,-6.945789939811e-01,9.863543e-06
2,21,-6.945789940450e-01,1.558873e-07
