start,iteration,value,g_norm
1,0,-4.015656518272e-01,6.129285e-01
1,1,-4.972199633407e-01,4.516141e-02
1,2,-4.993772561730e-01,9.086452e-03
1,3,-5.000029953745e-01,2.477779e-04
1,4,-5.079004494764e-01,1.099388e-01
1,5,-5.210393387245e-01,2.042739e-01
1,6,-5.298577475522e-01,5.424859e-01
1,7,-5.512430632205e-01,2.772800e-01
1,8,-6.302421644486e-01,4.037755e-01
1,9,-6.320112807413e-01,4.325028e-01
1,10,-6.331319349553e-01,3.014620e-01
1,11,-6.770581767675e-01,1.201984e-01
1,12,-6.840930106852e-01,1.530774e-01
1,13,-6.916542247101e-01,1.487133e-01
1,14,-6.963961016915e-01,3.080788e-02
1,15,-6.968994755932e-01,4.903216e-02
1,16,-6.983286528191e-01,4.259230e-02
1,17,-6.994217057575e-01,5.372009e-02
1,18,-7.008843861550e-01,6.930641e-02
1,19,-7.019895889105e-01,5.582574e-02
1,20,-7.044870785858e-01,7.150168e-02
1,21,-7.064350925869e-01,9.099611e-02
1,22,-7.079790621337e-01,3.151377e-02
1,23,-7.085282220256e-01,8.658165e-03
1,24,-7.085552187823e-01,1.952213e-03
1,25,-7.085558530649e-01,3.112495e-04
1,26,-7.085558838680e-01,3.563240e-05
1,27,-7.085558841929e-01,2.408466e-06
1,28,-7.085558842040e-01,5.808048e-08
