start,iteration,value,g_norm
2,0,-5.004860907484e-01,8.111961e-02
2,1,-5.178987315437e-01,1.194640e-01
2,2,-5.403354156050e-01,1.198567e-01
2,3,-5.436893969141e-01,1.005327e-01
2,4,-5.481448148182e-01,2.634316e-01
2,5,-5.511671211485e-01,7.428891e-02
2,6,-5.533968102466e-01,8.732606e-02
2,7,-5.588486392040e-01,2.427051e-01
2,8,-5.637350732491e-01,2.075722e-01
2,9,-5.679930725222e-01,8.341876e-02
2,10,-5.691846325566e-01,2.775903e-02
2,11,-5.698332002223e-01,3.019931e-02
2,12,-5.706718250443e-01,3.604098e-02
2,13,-5.716262451744e-01,2.985394e-02
2,14,-5.725606508979e-01,8.055433e-02
2,15,-5.783384456106e-01,2.423280e-01
2,16,-5.796980375646e-01,2.466547e-01
2,17,-5.910778926390e-01,2.147582e-01
2,18,-6.133038107188e-01,2.382696e-01
2,19,-6.440403673643e-01,1.976132e-01
2,20,-6.687374140178e-01,2.328588e-01
2,21,-6.840909435608e-01,2.651631e-01
2,22,-7.023786831320e-01,2.574753e-01
2,23,-7.157937998878e-01,1.204775e-01
2,24,-7.193435652003e-01,6.872577e-02
2,25,-7.207505269437e-01,6.643676e-02
2,26,-7.219271506121e-01,5.840062e-02
2,27,-7.239453214238e-01,1.058509e-01
2,28,-7.260864943434e-01,9.160227e-02
2,29,-7.286127586302e-01,6.432193e-02
2,30,-7.292635194982e-01,4.470687e-02
2,31,-7.296535098956e-01,1.594040e-02
2,32,-7.298239511577e-01,1.958206e-02
2,33,-7.304257739834e-01,3.471912e-02
2,34,-7.308956036440e-01,2.831991e-02
2,35,-7.313624575779e-01,1.668375e-02
2,36,-7.315940306994e-01,2.440314e-02
2,37,-7.318938344863e-01,1.384115e-02
2,38,-7.321187898544e-01,1.742081e-02
2,39,-7.323908456926e-01,1.192031e-02
2,40,-7.326642956990e-01,1.768688e-02
2,41,-7.328799707719e-01,2.483792e-02
2,42,-7.331863074684e-01,2.609524e-02
2,43,-7.333218145959e-01,3.315685e-02
2,44,-7.334802220926e-01,1.088326e-02
2,45,-7.335841898025e-01,1.119099e-02
2,46,-7.337336959511e-01,2.707132e-02
2,47,-7.340938194374e-01,3.419568e-02
2,48,-7.351727601503e-01,3.004961e-02
2,49,-7.359648691271e-01,3.161170e-02
2,50,-7.362264744902e-01,3.212429e-02
2,51,-7.366372535699e-01,2.447484e-02
2,52,-7.368912769066e-01,2.741008e-02
2,53,-7.371474101192e-01,1.780584e-02
2,54,-7.374669033451e-01,2.987785e-02
2,55,-7.378114243306e-01,3.328470e-02
2,56,-7.380303913522e-01,1.701183e-02
2,57,-7.382235902424e-01,8.794628e-03
2,58,-7.383306905004e-01,1.409086e-02
2,59,-7.383982644695e-01,6.531806e-03
2,60,-7.384475771265e-01,7.297824e-03
2,61,-7.384803723195e-01,6.373330e-03
2,62,-7.385666910361e-01,7.555871e-03
2,63,-7.386382355217e-01,1.134593e-02
2,64,-7.386974734192e-01,8.898414e-03
2,65,-7.387480532739e-01,4.238169e-03
2,66,-7.387676838462e-01,3.653115e-03
2,67,-7.387795849014e-01,5.372766e-03
2,68,-7.387992042031e-01,5.928882e-03
2,69,-7.388246856899e-01,5.479579e-03
2,70,-7.388491209483e-01,8.379527e-03
2,71,-7.389164389807e-01,7.553939e-03
2,72,-7.394676240453e-01,2.766580e-02
2,73,-7.395730954074e-01,3.680466e-02
2,74,-7.398933632665e-01,4.509217e-02
2,75,-7.405143061256e-01,5.044306e-02
2,76,-7.411127811775e-01,5.448894e-02
2,77,-7.419488570634e-01,3.483196e-02
2,78,-7.426645444549e-01,3.888605e-02
2,79,-7.434936684033e-01,4.538997e-02
2,80,-7.445124259740e-01,5.031891e-02
2,81,-7.448374239731e-01,4.097501e-02
2,82,-7.454518227900e-01,4.061523e-02
2,83,-7.457902324923e-01,3.586275e-02
2,84,-7.465039584840e-01,2.366277e-02
2,85,-7.469724793735e-01,3.860592e-02
2,86,-7.473811520878e-01,2.388527e-02
2,87,-7.479478937692e-01,2.356971e-02
2,88,-7.484679296468e-01,3.328197e-02
2,89,-7.489866438950e-01,1.767255e-02
2,90,-7.491966432313e-01,1.302653e-02
2,91,-7.494477816441e-01,2.076842e-02
2,92,-7.498501776630e-01,3.352131e-02
2,93,-7.505366103798e-01,4.442798e-02
2,94,-7.509337763446e-01,4.091199e-02
2,95,-7.515863538639e-01,3.770506e-02
2,96,-7.521095551543e-01,3.832431e-02
2,97,-7.538690618280e-01,5.378135e-02
2,98,-7.549586038170e-01,3.291374e-02
2,99,-7.551978429983e-01,3.009396e-02
2,100,-7.559496942440e-01,3.542405e-02
2,100,-7.559496942440e-01,3.542405e-02
2,101,-7.562184617622e-01,3.792012e-02
2,102,-7.564218955408e-01,1.929155e-02
2,103,-7.567469123143e-01,1.806855e-02
2,104,-7.570868799060e-01,2.813337e-02
2,105,-7.576975395593e-01,3.852409e-02
2,106,-7.582355669836e-01,3.019178e-02
2,107,-7.589409322665e-01,2.748793e-02
2,108,-7.592959560757e-01,2.088279e-02
2,109,-7.595570029941e-01,1.603058e-02
2,110,-7.597559333072e-01,8.960018e-03
2,111,-7.598877182810e-01,9.864398e-03
2,112,-7.600039125524e-01,9.131800e-03
2,113,-7.600640405657e-01,1.473304e-02
2,114,-7.601533991066e-01,1.201398e-02
2,115,-7.603780493588e-01,1.639673e-02
2,116,-7.609453756778e-01,2.475042e-02
2,117,-7.614466191025e-01,3.337324e-02
2,118,-7.619314748609e-01,2.219975e-02
2,119,-7.621672291960e-01,1.453891e-02
2,120,-7.623260989688e-01,1.036074e-02
2,121,-7.624523554401e-01,8.558859e-03
2,122,-7.625267210399e-01,4.381104e-03
2,123,-7.625375259753e-01,4.135264e-03
2,124,-7.625562355325e-01,4.605439e-03
2,125,-7.625687347218e-01,3.527129e-03
2,126,-7.625789895795e-01,4.248916e-03
2,127,-7.625972835465e-01,3.774552e-03
2,128,-7.626091636615e-01,3.008226e-03
2,129,-7.626198037317e-01,2.821715e-03
2,130,-7.626638081419e-01,3.953525e-03
2,131,-7.626716494992e-01,1.144683e-03
2,132,-7.626733687704e-01,7.914152e-04
2,133,-7.626738241856e-01,1.021326e-03
2,134,-7.626747506475e-01,9.847054e-04
2,135,-7.626761718267e-01,1.684117e-03
2,136,-7.626780269718e-01,1.951347e-03
2,137,-7.626796194323e-01,1.326097e-03
2,138,-7.626807874957e-01,1.161155e-03
2,139,-7.626819035978e-01,1.066597e-03
2,140,-7.626830531059e-01,1.196026e-03
2,141,-7.626836672401e-01,4.388641e-04
2,142,-7.626839840671e-01,6.416981e-04
2,143,-7.626843183810e-01,4.064957e-04
2,144,-7.626849304361e-01,6.233684e-04
2,145,-7.626856213362e-01,1.265272e-03
2,146,-7.626860626001e-01,7.333220e-04
