start,iteration,value,g_norm
3,0,-4.996905972974e-01,1.237094e-02
3,1,-5.017217981083e-01,1.087915e-02
3,2,-5.029886130317e-01,1.567037e-02
3,3,-5.116641467438e-01,7.370605e-02
3,4,-5.231717586363e-01,1.125491e-01
3,5,-5.311036639935e-01,1.582227e-01
3,6,-5.518112730996e-01,2.376551e-01
3,7,-5.669538756828e-01,2.903984e-01
3,8,-6.172634543715e-01,5.322787e-01
3,9,-6.649339342172e-01,2.880974e-01
3,10,-6.735651885461e-01,1.670972e-01
3,11,-6.793254249350e-01,6.235682e-02
3,12,-6.862799949589e-01,9.177346e-02
3,13,-6.910519843720e-01,7.505561e-02
3,14,-6.934603139524e-01,5.681036e-02
3,15,-6.943001092670e-01,2.117472e-02
3,16,-6.945353441965e-01,2.137802e-02
3,17,-6.950077998503e-01,2.191229e-02
3,18,-6.951975359699e-01,7.242744e-03
3,19,-6.953614272702e-01,1.514158e-02
3,20,-6.958960533234e-01,3.477921e-02
3,21,-6.967860826961e-01,2.590415e-02
3,22,-6.971900846678e-01,2.752971e-02
3,23,-6.980721056918e-01,4.432053e-02
3,24,-6.988866622727e-01,7.193951e-02
3,25,-6.993053219758e-01,7.347004e-02
3,26,-7.015221401388e-01,8.506789e-02
3,27,-7.036075650542e-01,9.552693e-02
3,28,-7.048198461661e-01,8.037807e-02
3,29,-7.077383981789e-01,8.585952e-02
3,30,-7.106853289198e-01,7.797160e-02
3,31,-7.127665421954e-01,8.555452e-02
3,32,-7.137554131775e-01,5.107067e-02
3,33,-7.162063220276e-01,5.703246e-02
3,34,-7.192995800053e-01,6.304166e-02
3,35,-7.206936851108e-01,7.014467e-02
3,36,-7.214347453785e-01,3.180663e-02
3,37,-7.224609698517e-01,4.225732e-02
3,38,-7.234657337721e-01,2.671237e-02
3,39,-7.240808589405e-01,2.257625e-02
3,40,-7.242289798724e-01,9.222546e-03
3,41,-7.242665799556e-01,3.535913e-03
3,42,-7.242703853184e-01,2.787265e-03
3,43,-7.242950695274e-01,3.692351e-03
3,44,-7.243518301176e-01,1.165531e-02
3,45,-7.245815101205e-01,2.613215e-02
3,46,-7.247974645191e-01,4.795709e-02
3,47,-7.248764757860e-01,5.589348e-02
3,48,-7.250647177857e-01,6.815684e-02
3,49,-7.253295164476e-01,7.958340e-02
3,50,-7.257027808407e-01,7.448356e-02
3,51,-7.263370655966e-01,5.928344e-02
3,52,-7.267380256870e-01,3.872169e-02
3,53,-7.275706078567e-01,4.269806e-02
3,54,-7.282441895525e-01,5.300023e-02
3,55,-7.286338337110e-01,2.294102e-02
3,56,-7.291658613558e-01,2.849939e-02
