start,kind,iteration,value,g_norm
1,warm,0,-7.331739652628e-01,2.463261e-01
1,warm,1,-7.464844090982e-01,8.677632e-02
1,warm,2,-7.494690089938e-01,4.563979e-02
1,warm,3,-7.507956788656e-01,3.754684e-02
1,warm,4,-7.514020144736e-01,1.293889e-02
1,warm,5,-7.514746799062e-01,6.464875e-03
1,warm,6,-7.515133827751e-01,9.718370e-03
1,warm,7,-7.515579729827e-01,3.405141e-03
1,warm,8,-7.515639395305e-01,1.521713e-03
1,warm,9,-7.515664819059e-01,1.448495e-03
1,warm,10,-7.515720905393e-01,1.252633e-03
1,warm,11,-7.515816060426e-01,2.199723e-03
1,warm,12,-7.515839003209e-01,3.120274e-04
1,warm,13,-7.515839397924e-01,6.303348e-05
1,warm,14,-7.515839405239e-01,4.245520e-06
1,warm,15,-7.515839405496e-01,2.485802e-07
2,random,0,-4.995379399678e-01,7.253902e-03
2,random,1,-5.000129399543e-01,4.402639e-04
2,random,2,-5.084852385338e-01,9.545280e-02
2,random,3,-5.084857077059e-01,9.613408e-02
2,random,4,-5.107909696967e-01,9.197726e-02
2,random,5,-5.264323123318e-01,1.445486e-01
2,random,6,-5.288979382983e-01,1.759902e-01
2,random,7,-5.491682678968e-01,3.752155e-01
2,random,8,-6.073822159818e-01,2.932051e-01
2,random,9,-6.365235489992e-01,1.874984e-01
2,random,10,-6.490627636173e-01,1.538906e-01
2,random,11,-6.562469026367e-01,1.459976e-01
2,random,12,-6.744194363944e-01,3.078453e-01
2,random,13,-7.097792185827e-01,2.909914e-01
2,random,14,-7.246638623157e-01,1.616706e-01
2,random,15,-7.279789461379e-01,1.383290e-01
2,random,16,-7.335102889425e-01,8.116772e-02
2,random,17,-7.367987543783e-01,1.174752e-01
2,random,18,-7.396197470557e-01,8.213560e-02
2,random,19,-7.422777379822e-01,6.755652e-02
2,random,20,-7.438176746460e-01,3.489711e-02
2,random,21,-7.445339982406e-01,1.409371e-02
2,random,22,-7.446178876654e-01,1.282929e-02
2,random,23,-7.446623788878e-01,5.304430e-03
2,random,24,-7.446759452453e-01,2.258429e-03
2,random,25,-7.446792019421e-01,6.667349e-04
2,random,26,-7.446793340419e-01,1.226404e-04
2,random,27,-7.446793435288e-01,3.557857e-05
2,random,28,-7.446793441202e-01,3.145421e-05
2,random,29,-7.446793442851e-01,1.073358e-05
2,random,30,-7.446793448840e-01,3.425678e-05
2,random,31,-7.446793698145e-01,7.152604e-05
2,random,32,-7.446793724602e-01,2.692318e-05
2,random,33,-7.446793725910e-01,3.775641e-08
3,random,0,-5.008004926813e-01,1.481019e-02
3,random,1,-5.055943169708e-01,7.260112e-02
3,random,2,-5.216351919957e-01,1.681438e-01
3,random,3,-5.314409515645e-01,2.121778e-01
3,random,4,-5.618439562926e-01,3.467044e-01
3,random,5,-5.824586747832e-01,4.919309e-01
3,random,6,-6.595093880734e-01,1.383451e-01
3,random,7,-6.696617975932e-01,1.645450e-01
3,random,8,-6.777394862980e-01,1.135473e-01
3,random,9,-6.803848285802e-01,5.605661e-02
3,random,10,-6.810275947072e-01,4.078056e-02
3,random,11,-6.814792235041e-01,4.490674e-02
3,random,12,-6.825947355216e-01,2.665257e-02
3,random,13,-6.828247513708e-01,1.406861e-02
3,random,14,-6.830136983656e-01,2.082006e-02
3,random,15,-6.834478422402e-01,1.601248e-02
3,random,16,-6.843304707158e-01,3.601336e-02
3,random,17,-6.855680135006e-01,6.415110e-02
3,random,18,-6.861514727646e-01,6.240285e-02
3,random,19,-6.875248135472e-01,3.697842e-02
3,random,20,-6.882559239455e-01,1.507132e-02
3,random,21,-6.883112689692e-01,1.021306e-02
3,random,22,-6.884372404218e-01,8.309461e-03
3,random,23,-6.885085068288e-01,8.052403e-03
3,random,24,-6.885393081337e-01,6.261446e-03
3,random,25,-6.885509703004e-01,3.919032e-03
3,random,26,-6.885633619774e-01,4.084221e-03
3,random,27,-6.885891696020e-01,6.314582e-03
3,random,28,-6.886836172176e-01,1.674724e-02
3,random,29,-6.888872596570e-01,4.486419e-03
3,random,30,-6.889135702021e-01,1.463060e-03
3,random,31,-6.889151898120e-01,2.152090e-04
3,random,32,-6.889152195783e-01,8.071312e-05
3,random,33,-6.889152213710e-01,1.234048e-05
3,random,34,-6.889152214353e-01,8.279267e-06
3,random,35,-6.889152214611e-01,4.499453e-06
