start,kind,iteration,value,g_norm
1,warm,0,-4.015656518272e-01,6.129285e-01
1,warm,1,-4.972199633407e-01,4.516141e-02
1,warm,2,-4.993772561730e-01,9.086452e-03
1,warm,3,-5.000029953745e-01,2.477779e-04
1,warm,4,-5.079004494764e-01,1.099388e-01
1,warm,5,-5.210393387245e-01,2.042739e-01
1,warm,6,-5.298577475522e-01,5.424859e-01
1,warm,7,-5.512430632205e-01,2.772800e-01
1,warm,8,-6.302421644486e-01,4.037755e-01
1,warm,9,-6.320112807413e-01,4.325028e-01
1,warm,10,-6.331319349553e-01,3.014620e-01
1,warm,11,-6.770581767675e-01,1.201984e-01
1,warm,12,-6.840930106852e-01,1.530774e-01
1,warm,13,-6.916542247101e-01,1.487133e-01
1,warm,14,-6.963961016915e-01,3.080788e-02
1,warm,15,-6.968994755932e-01,4.903216e-02
1,warm,16,-6.983286528191e-01,4.259230e-02
1,warm,17,-6.994217057575e-01,5.372009e-02
1,warm,18,-7.008843861550e-01,6.930641e-02
1,warm,19,-7.019895889105e-01,5.582574e-02
1,warm,20,-7.044870785858e-01,7.150168e-02
1,warm,21,-7.064350925869e-01,9.099611e-02
1,warm,22,-7.079790621337e-01,3.151377e-02
1,warm,23,-7.085282220256e-01,8.658165e-03
1,warm,24,-7.085552187823e-01,1.952213e-03
1,warm,25,-7.085558530649e-01,3.112495e-04
1,warm,26,-7.085558838680e-01,3.563240e-05
1,warm,27,-7.085558841929e-01,2.408466e-06
1,warm,28,-7.085558842040e-01,5.808048e-08
2,random,0,-4.963535040289e-01,2.156728e-02
2,random,1,-4.982383032572e-01,7.052093e-02
2,random,2,-6.082525479495e-01,3.402509e-01
2,random,3,-6.316380079322e-01,3.436665e-01
2,random,4,-6.594566849540e-01,2.010902e-01
2,random,5,-6.631569007941e-01,1.755671e-01
2,random,6,-6.684789086456e-01,1.029788e-01
2,random,7,-6.736134064118e-01,8.990517e-02
2,random,8,-6.749150638598e-01,1.213547e-02
2,random,9,-6.750305412144e-01,2.165603e-02
2,random,10,-6.752025466872e-01,1.156482e-02
2,random,11,-6.752279369383e-01,1.214369e-03
2,random,12,-6.752282884558e-01,3.402346e-04
2,random,13,-6.752284690540e-01,6.992828e-04
2,random,14,-6.752350960447e-01,3.151749e-04
2,random,15,-6.752351620973e-01,1.980666e-04
2,random,16,-6.752351728552e-01,2.965408e-06
2,random,17,-6.752351728690e-01,1.459917e-07
3,random,0,-5.008868675013e-01,2.064993e-02
3,random,1,-5.038545493421e-01,4.244117e-02
3,random,2,-5.045604550163e-01,5.463237e-02
3,random,3,-5.073899513813e-01,1.039333e-01
3,random,4,-5.108600877407e-01,1.893225e-01
3,random,5,-5.943443467161e-01,4.886323e-01
3,random,6,-5.945636517961e-01,4.661890e-01
3,random,7,-6.428555769879e-01,4.097279e-01
3,random,8,-6.739502128320e-01,1.962736e-01
3,random,9,-6.865791895384e-01,9.996986e-02
3,random,10,-6.889766425534e-01,6.372941e-02
3,random,11,-6.909054651620e-01,3.122953e-02
3,random,12,-6.913124659382e-01,1.066244e-02
3,random,13,-6.914676567547e-01,1.370523e-02
3,random,14,-6.920338794865e-01,1.356465e-02
3,random,15,-6.920608397636e-01,3.024172e-03
3,random,16,-6.920626100746e-01,1.502866e-04
3,random,17,-6.920626327393e-01,6.948306e-06
3,random,18,-6.920626327663e-01,9.408004e-07
