start_index,p,gamma,beta
2,7,5.997060702537871;5.862570054272622;1.608791765845172;1.1245135084239213;3.941297618385196;4.952387830151413;0.7944566044107789,2.9487104443085435;2.975990536103654;1.5692126031132174;1.7221957735082813;0.010475436258963498;3.0554586212004518;3.2002730962294352
