start_index,p,gamma,beta
1,10,2.3797803064932537;2.3263607434774176;2.9842167846222574;3.380234583598829;4.911913024218756;2.4361945770039064;4.244450071347319;3.5200784021361273;5.915374010737345;3.7747490115829736,-2.4355518490304378;4.569065354120882;1.6507664892133371;-1.9847800662448976;2.595627094518949;1.1858083047928636;2.547054832785195;-0.9226044349173749;-1.0307445120644254;-1.055158574554781
