run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260404T211011-k4-d6-p7-7-r2-i320-s1234,experiment,unknown,2026-04-04T21:10:11,f354eb1347b61745b2131a6750a8faeac4d3e8c0,main,true,4,6,7,1,2,1280,1234,0.743849119491,15.400950,15.095806,499,3,112,true,0,random,1.0e-06,2.8638618927929613;2.662391991832518;1.8651594980798123;1.85481287507623;6.05834270422981;3.0657510190059614;3.3154534380305423,2.8117678636106045;2.9744184966858938;1.5748001643159089;1.3555783719527934;2.2135230918399778;1.0111406402962482;1.8206137213802736
