start,iteration,value,g_norm
3,0,-5.000039221286e-01,1.521819e-04
3,1,-5.006973313425e-01,7.882172e-03
3,2,-5.008123385894e-01,5.066620e-03
3,3,-5.037781333041e-01,1.112705e-02
3,4,-5.323099586786e-01,1.293882e-01
3,5,-5.330030401064e-01,1.162521e-01
3,6,-5.517055229200e-01,1.841718e-01
3,7,-5.561075917012e-01,2.505719e-01
3,8,-6.173720125820e-01,2.533775e-01
3,9,-6.377759773526e-01,2.549386e-01
3,10,-6.530786972064e-01,1.232839e-01
3,11,-6.649612528654e-01,8.663020e-02
3,12,-6.700185926164e-01,1.098539e-01
3,13,-6.759168094205e-01,1.791737e-01
3,14,-6.812786148606e-01,1.627452e-01
3,15,-6.879793466341e-01,1.488751e-01
3,16,-6.918042854506e-01,6.756004e-02
3,17,-6.931559843989e-01,5.251977e-02
3,18,-6.965254781522e-01,8.333510e-02
3,19,-6.984516603070e-01,5.876398e-02
3,20,-6.997310459565e-01,6.297306e-02
3,21,-7.010533523193e-01,4.253134e-02
3,22,-7.021627670905e-01,4.372359e-02
3,23,-7.028749159228e-01,3.404952e-02
3,24,-7.033206053766e-01,2.858796e-02
3,25,-7.037040024242e-01,1.462144e-02
3,26,-7.038149865038e-01,1.009581e-02
3,27,-7.038579137115e-01,1.161532e-02
3,28,-7.039122953847e-01,1.073936e-02
3,29,-7.039614410828e-01,6.821166e-03
3,30,-7.040113555285e-01,4.836795e-03
3,31,-7.040458520287e-01,6.607599e-03
3,32,-7.040993655027e-01,6.037281e-03
3,33,-7.041368808399e-01,3.947108e-03
3,34,-7.041415238738e-01,3.632872e-03
3,35,-7.041501897055e-01,3.301170e-03
3,36,-7.041610229516e-01,1.572919e-03
3,37,-7.041636163231e-01,1.624815e-03
3,38,-7.041649748160e-01,2.267887e-03
3,39,-7.041671445880e-01,2.498216e-03
3,40,-7.041708742549e-01,2.934978e-03
3,41,-7.041814611912e-01,4.234189e-03
3,42,-7.042607207582e-01,6.133561e-03
3,43,-7.042729042812e-01,5.984261e-03
3,44,-7.042823765971e-01,1.245684e-03
3,45,-7.042824059727e-01,1.060513e-03
3,46,-7.042835466742e-01,5.504960e-04
3,47,-7.042845749416e-01,4.596376e-04
3,48,-7.042836865316e-01,4.554281e-04
3,49,-7.042840527674e-01,6.669681e-04
3,50,-7.042845102793e-01,5.935862e-04
3,51,-7.042863495242e-01,6.753425e-04
