start,iteration,value,g_norm
2,0,-4.991272925087e-01,8.034443e-02
2,1,-5.079518250504e-01,4.620621e-02
2,2,-5.255182492304e-01,1.221024e-01
2,3,-5.285924591718e-01,1.335718e-01
2,4,-5.701985950503e-01,1.431654e-01
2,5,-6.103838157363e-01,3.946781e-01
2,6,-6.462861212563e-01,3.040968e-01
2,7,-6.589036432680e-01,2.825436e-01
2,8,-6.673759857363e-01,2.566353e-01
2,9,-6.846805246959e-01,1.173650e-01
2,10,-6.913385608287e-01,9.262390e-02
2,11,-7.022978159034e-01,1.088061e-01
2,12,-7.046056794729e-01,1.261958e-01
2,13,-7.087117817398e-01,1.102711e-01
2,14,-7.123938201750e-01,6.536904e-02
2,15,-7.132359139624e-01,3.617915e-02
2,16,-7.138659902998e-01,4.436206e-02
2,17,-7.148044832220e-01,3.942640e-02
2,18,-7.152749457920e-01,1.492549e-02
2,19,-7.154426548060e-01,1.160800e-02
2,20,-7.154971001976e-01,2.811485e-03
2,21,-7.155063860434e-01,2.525462e-03
2,22,-7.155382806422e-01,8.255442e-03
2,23,-7.155893730115e-01,2.559945e-03
2,24,-7.155951434187e-01,7.808484e-04
2,25,-7.155960839610e-01,1.048848e-03
2,26,-7.155985152865e-01,2.448356e-03
2,27,-7.156002432784e-01,1.222344e-03
2,28,-7.156013046844e-01,5.073044e-04
2,29,-7.156017353507e-01,4.747738e-04
2,30,-7.156037063578e-01,2.072069e-03
2,31,-7.156187411311e-01,2.425366e-03
2,32,-7.156220710804e-01,5.336676e-04
2,33,-7.156225470184e-01,2.602101e-04
2,34,-7.156223445178e-01,2.625670e-04
2,35,-7.156225115307e-01,2.687568e-04
2,36,-7.156234674842e-01,1.302107e-03
2,37,-7.159929645242e-01,1.109952e-01
2,38,-7.159946041088e-01,1.139419e-01
2,39,-7.166412870052e-01,1.216180e-01
2,40,-7.184609579256e-01,1.127299e-01
2,41,-7.216076918940e-01,7.423314e-02
2,42,-7.268028833213e-01,6.389112e-02
2,43,-7.284135193444e-01,5.275233e-02
2,44,-7.293413467322e-01,4.271304e-02
2,45,-7.305768350436e-01,4.118988e-02
2,46,-7.311410224022e-01,3.255767e-02
2,47,-7.314868171883e-01,1.217649e-02
2,48,-7.316091858638e-01,1.554620e-02
2,49,-7.317541051702e-01,1.512815e-02
2,50,-7.319543282472e-01,2.597548e-02
2,51,-7.324647599325e-01,2.960627e-02
2,52,-7.327756900025e-01,2.045950e-02
2,53,-7.329140332825e-01,1.539185e-02
2,54,-7.330043875313e-01,1.256473e-02
2,55,-7.330838166127e-01,6.676186e-03
2,56,-7.331291457359e-01,5.005764e-03
2,57,-7.331847614052e-01,7.406362e-03
2,58,-7.332849690324e-01,8.791753e-03
2,59,-7.335392022717e-01,2.539394e-02
2,60,-7.339215466425e-01,2.102580e-02
2,61,-7.341211907698e-01,2.133978e-02
2,62,-7.342639145090e-01,2.819310e-02
2,63,-7.344050854062e-01,2.082493e-02
2,64,-7.345393345528e-01,2.607167e-02
2,65,-7.347416349528e-01,1.820260e-02
2,66,-7.352094269821e-01,3.217567e-02
2,67,-7.361054664588e-01,3.571532e-02
2,68,-7.369001905662e-01,3.632936e-02
2,69,-7.372031836465e-01,1.152614e-02
2,70,-7.373102039362e-01,1.514713e-02
2,71,-7.374278041520e-01,7.062932e-03
2,72,-7.374914578876e-01,9.563468e-03
2,73,-7.375703401728e-01,1.549765e-02
2,74,-7.376831604124e-01,9.725856e-03
2,75,-7.377477230862e-01,4.791223e-03
2,76,-7.377798044924e-01,5.233419e-03
2,77,-7.377953851608e-01,3.916406e-03
2,78,-7.378075853804e-01,3.192997e-03
2,79,-7.378158042807e-01,5.990652e-03
2,80,-7.378266958641e-01,4.175203e-03
2,81,-7.378352104767e-01,4.417436e-03
2,82,-7.378617227863e-01,7.287646e-03
2,83,-7.378945968019e-01,9.937701e-03
2,84,-7.379378541852e-01,1.330654e-02
2,85,-7.380176943969e-01,1.237088e-02
2,86,-7.381945115957e-01,1.664611e-02
2,87,-7.382157887601e-01,1.516492e-02
2,88,-7.383462099237e-01,1.247432e-02
2,89,-7.384075408516e-01,1.429796e-02
2,90,-7.385192790990e-01,1.345198e-02
2,91,-7.386179899346e-01,9.036589e-03
2,92,-7.386549181834e-01,1.073104e-02
2,93,-7.387051015640e-01,5.407984e-03
2,94,-7.387542269147e-01,9.328966e-03
2,95,-7.388762276612e-01,7.074810e-03
2,96,-7.389295460337e-01,6.552700e-03
2,97,-7.389464254089e-01,6.439435e-03
2,98,-7.389597473173e-01,4.388212e-03
2,99,-7.390055945772e-01,3.216938e-03
2,100,-7.390261582962e-01,1.993126e-03
2,100,-7.390261582962e-01,1.993126e-03
2,101,-7.390278455322e-01,1.460056e-03
2,102,-7.390285202458e-01,2.038116e-03
2,103,-7.390300593965e-01,1.863070e-03
2,104,-7.390322722705e-01,2.452166e-03
2,105,-7.390364716530e-01,2.599910e-03
2,106,-7.390399569590e-01,1.408834e-03
2,107,-7.390448953508e-01,2.660230e-03
2,108,-7.390507481642e-01,2.215977e-03
2,109,-7.390581545011e-01,3.078249e-03
2,110,-7.390664977168e-01,9.396803e-04
2,111,-7.390698529162e-01,1.044343e-03
2,112,-7.390715710320e-01,1.634487e-03
2,113,-7.390724944165e-01,1.669144e-03
2,114,-7.390733242271e-01,1.232015e-03
2,115,-7.390744725302e-01,8.689491e-04
2,116,-7.390748168637e-01,1.187240e-03
2,117,-7.390754300823e-01,1.052907e-03
2,118,-7.390778402763e-01,1.043058e-03
2,119,-7.390786469548e-01,4.251943e-04
2,120,-7.390787445843e-01,4.214975e-04
2,121,-7.390792311583e-01,4.634225e-04
2,122,-7.390792954483e-01,3.571864e-04
2,123,-7.390798158927e-01,8.085334e-04
2,124,-7.390801917318e-01,8.150648e-04
2,125,-7.390806065781e-01,9.737234e-04
2,126,-7.390812096766e-01,9.789187e-04
2,127,-7.390817198847e-01,6.138829e-04
2,128,-7.390817677938e-01,4.834261e-04
2,129,-7.390819911197e-01,4.565171e-04
2,130,-7.390821522428e-01,1.304079e-04
2,131,-7.390820483343e-01,1.177868e-04
2,132,-7.390820657897e-01,8.141010e-05
2,133,-7.390820788852e-01,8.868598e-05
2,134,-7.390821324379e-01,6.034808e-05
2,135,-7.390822328367e-01,2.846183e-05
2,136,-7.390823185941e-01,3.250572e-05
2,137,-7.390822523136e-01,1.822622e-05
2,138,-7.390822398554e-01,2.485188e-05
