start,iteration,value,g_norm
2,0,-5.002411912152e-01,1.993257e-02
2,1,-5.109039061786e-01,9.143636e-02
2,2,-5.116045140551e-01,1.048297e-01
2,3,-5.633901192683e-01,1.965130e-01
2,4,-6.174753917148e-01,3.068448e-01
2,5,-6.374997239931e-01,1.982666e-01
2,6,-6.486129703745e-01,1.613530e-01
2,7,-6.573839552879e-01,6.115651e-02
2,8,-6.591799361775e-01,5.120766e-02
2,9,-6.648734594723e-01,9.140175e-02
2,10,-6.688460138515e-01,6.314239e-02
2,11,-6.707926755051e-01,7.153077e-02
2,12,-6.724229203712e-01,8.300873e-02
2,13,-6.740311036043e-01,4.572459e-02
2,14,-6.760391248702e-01,4.860211e-02
2,15,-6.775034197249e-01,4.016284e-02
2,16,-6.804142213317e-01,8.541431e-02
2,17,-6.820892637385e-01,1.179908e-01
2,18,-6.842876200708e-01,1.376489e-01
2,19,-6.864498786506e-01,1.267076e-01
2,20,-6.890653095566e-01,9.962077e-02
2,21,-6.916743537642e-01,9.560922e-02
2,22,-6.950766272866e-01,7.345512e-02
2,23,-6.980394742155e-01,6.526880e-02
2,24,-6.988978869865e-01,4.299935e-02
2,25,-6.991851005313e-01,1.581425e-02
2,26,-6.992559872657e-01,4.998546e-03
2,27,-6.992857228235e-01,7.342505e-03
2,28,-6.993511019900e-01,9.492213e-03
2,29,-6.994121777685e-01,1.102143e-02
2,30,-6.995931021422e-01,2.244559e-02
2,31,-6.998260349404e-01,1.476921e-02
2,32,-7.000063898683e-01,1.632916e-02
2,33,-7.000333534737e-01,1.554902e-02
2,34,-7.001346959137e-01,1.319969e-02
2,35,-7.002071763511e-01,8.100770e-03
2,36,-7.002879178070e-01,2.550043e-02
2,37,-7.003694199096e-01,1.153880e-02
2,38,-7.004214189479e-01,5.365088e-03
2,39,-7.004330120026e-01,7.279537e-03
2,40,-7.004533996854e-01,7.225043e-03
2,41,-7.004695748382e-01,3.685032e-03
2,42,-7.004722815803e-01,9.327689e-04
2,43,-7.004733571758e-01,1.560759e-03
2,44,-7.004777609329e-01,1.775022e-03
2,45,-7.004978415812e-01,8.727473e-03
2,46,-7.006317356946e-01,1.404120e-02
2,47,-7.007281204025e-01,1.519466e-02
2,48,-7.008851555354e-01,1.316051e-02
2,49,-7.009110505083e-01,5.016822e-03
2,50,-7.010684332063e-01,8.767080e-02
2,51,-7.014333276547e-01,3.159063e-02
2,52,-7.030453971304e-01,6.759226e-02
2,53,-7.037878512044e-01,8.194183e-02
2,54,-7.059353830662e-01,6.143886e-02
2,55,-7.092662043951e-01,4.394081e-02
2,56,-7.101882527826e-01,6.800189e-02
2,57,-7.113090884875e-01,4.629235e-02
2,58,-7.116244290738e-01,3.053520e-02
2,59,-7.119076001342e-01,1.795283e-02
2,60,-7.120097995997e-01,1.154773e-02
2,61,-7.120662838524e-01,1.023895e-02
2,62,-7.121262622466e-01,1.225722e-02
2,63,-7.121763717891e-01,7.395582e-03
2,64,-7.122412001619e-01,4.450379e-03
2,65,-7.122710888546e-01,6.999309e-03
2,66,-7.122843605405e-01,7.455903e-03
2,67,-7.123133063637e-01,7.616845e-03
2,68,-7.123251996968e-01,2.716381e-03
2,69,-7.123321853488e-01,2.644561e-03
2,70,-7.123351641743e-01,2.727428e-03
2,71,-7.123397536693e-01,3.329722e-03
2,72,-7.123611552258e-01,4.098783e-03
2,73,-7.123863981136e-01,6.625812e-03
2,74,-7.126095829997e-01,2.768204e-02
2,75,-7.126167541431e-01,2.871159e-02
2,76,-7.128892870740e-01,2.809182e-02
2,77,-7.132116088555e-01,3.705521e-02
2,78,-7.135350278551e-01,2.142764e-02
2,79,-7.138902687576e-01,2.256784e-02
2,80,-7.140631470189e-01,1.477784e-02
2,81,-7.142326581994e-01,2.374430e-02
2,82,-7.144606509379e-01,2.129649e-02
2,83,-7.147544902270e-01,3.037035e-02
2,84,-7.149929767285e-01,3.343823e-02
2,85,-7.157485305466e-01,2.532935e-02
2,86,-7.159567321606e-01,2.630947e-02
2,87,-7.168009649806e-01,4.346410e-02
2,88,-7.170615775327e-01,2.120454e-02
