start,kind,iteration,value,g_norm
1,warm,0,-3.012983473809e-01,2.708646e-01
1,warm,1,-5.044881449157e-01,4.136259e-02
1,warm,2,-6.248730479796e-01,2.555743e-01
1,warm,3,-6.257682787774e-01,2.484298e-01
1,warm,4,-6.401452280256e-01,2.245567e-01
1,warm,5,-6.707427594488e-01,5.182199e-02
1,warm,6,-6.728424567547e-01,4.266887e-02
1,warm,7,-6.735792792370e-01,2.569131e-02
1,warm,8,-6.738554258224e-01,1.963297e-02
1,warm,9,-6.749371058167e-01,3.355437e-02
1,warm,10,-6.757408333845e-01,4.465871e-02
1,warm,11,-6.763859356673e-01,4.060277e-02
1,warm,12,-6.776449075812e-01,4.980025e-02
1,warm,13,-6.824016018204e-01,1.150032e-01
1,warm,14,-6.830621503720e-01,1.364409e-01
1,warm,15,-6.894999952816e-01,1.748129e-01
1,warm,16,-6.986817417531e-01,1.782917e-01
1,warm,17,-7.017601082466e-01,9.562743e-02
1,warm,18,-7.052108301093e-01,6.964886e-02
1,warm,19,-7.059948709036e-01,3.388306e-02
1,warm,20,-7.060897062872e-01,6.116779e-03
1,warm,21,-7.060998410414e-01,1.168444e-03
1,warm,22,-7.061002692048e-01,5.143002e-04
1,warm,23,-7.061004853615e-01,2.451913e-04
1,warm,24,-7.061005679331e-01,2.273424e-04
1,warm,25,-7.061007193405e-01,9.636759e-04
1,warm,26,-7.061041089623e-01,2.644964e-03
1,warm,27,-7.061063671566e-01,7.151876e-04
1,warm,28,-7.061066600684e-01,7.938479e-05
1,warm,29,-7.061066616673e-01,3.065766e-06
1,warm,30,-7.061066616794e-01,3.989358e-07
2,random,0,-4.921216818065e-01,8.425728e-02
2,random,1,-4.999999867030e-01,1.215354e-05
2,random,2,-4.999999992480e-01,2.152833e-06
2,random,3,-5.000000000277e-01,1.804761e-07
3,random,0,-5.005996695779e-01,9.930162e-03
3,random,1,-5.115062624439e-01,6.180897e-02
3,random,2,-5.353018693472e-01,1.413800e-01
3,random,3,-5.440329320941e-01,1.955053e-01
3,random,4,-6.271045397553e-01,1.915375e-01
3,random,5,-6.285698575960e-01,2.453092e-01
3,random,6,-6.547512781452e-01,1.435731e-01
3,random,7,-6.633116575496e-01,7.027808e-02
3,random,8,-6.689920534418e-01,7.345818e-02
3,random,9,-6.763778619632e-01,6.614261e-02
3,random,10,-6.831136699411e-01,6.989230e-02
3,random,11,-6.854892579591e-01,7.926855e-02
3,random,12,-6.906565054201e-01,1.047198e-01
3,random,13,-6.932729642798e-01,4.329470e-02
3,random,14,-6.944465360553e-01,3.987595e-02
3,random,15,-6.953406261659e-01,3.995396e-02
3,random,16,-6.957690572646e-01,2.434994e-02
3,random,17,-6.963863087119e-01,3.159638e-02
3,random,18,-6.967944940564e-01,1.256362e-02
3,random,19,-6.970215036679e-01,1.703865e-02
3,random,20,-6.977224167228e-01,2.402839e-02
3,random,21,-6.986199657425e-01,2.239063e-02
3,random,22,-6.996545144556e-01,2.780602e-02
3,random,23,-7.010957854739e-01,4.276029e-02
3,random,24,-7.021463059600e-01,5.088614e-02
3,random,25,-7.031075861891e-01,7.669393e-02
3,random,26,-7.045343444543e-01,1.100018e-01
3,random,27,-7.069399549121e-01,1.580734e-01
3,random,28,-7.111519070806e-01,1.022671e-01
3,random,29,-7.121464624513e-01,7.784529e-02
3,random,30,-7.139173916996e-01,4.666228e-02
3,random,31,-7.156517902829e-01,5.455495e-02
3,random,32,-7.168245294189e-01,3.895978e-02
3,random,33,-7.172249280220e-01,1.770805e-02
3,random,34,-7.174269342855e-01,9.959432e-03
3,random,35,-7.175291103997e-01,7.850124e-03
3,random,36,-7.175678225465e-01,8.346740e-03
3,random,37,-7.176572927183e-01,1.122264e-02
3,random,38,-7.177567171648e-01,9.057545e-03
3,random,39,-7.177906879434e-01,5.835960e-03
3,random,40,-7.178025018628e-01,4.272638e-03
3,random,41,-7.178165141781e-01,3.347253e-03
3,random,42,-7.178205103892e-01,9.385648e-04
3,random,43,-7.178210752241e-01,3.708348e-04
3,random,44,-7.178211104138e-01,1.264204e-04
3,random,45,-7.178211172783e-01,2.980625e-05
3,random,46,-7.178211178358e-01,1.787531e-05
3,random,47,-7.178211180078e-01,3.367716e-06
3,random,48,-7.178211179676e-01,7.918443e-07
