run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260402T095232-k4-d7-p1-12-r2-i320-s1234,experiment,unknown,2026-04-02T09:52:32,9df295f6a573683c611b3e2f309dbe6ea8f52bac,main,true,4,7,1,1,2,320,1234,0.638570346665,0.855165,0.574535,40,3,5,true,0,random,1.0e-06,0.42438678390558254,0.23436715225838925
20260402T095232-k4-d7-p1-12-r2-i320-s1234,experiment,unknown,2026-04-02T09:52:32,9df295f6a573683c611b3e2f309dbe6ea8f52bac,main,true,4,7,2,1,2,320,1234,0.690169240157,0.002998,0.001314,108,3,8,true,0,warm,1.0e-06,0.3283491277002249;0.5173389469520072,0.2751693579790605;0.17225638938684237
20260402T095232-k4-d7-p1-12-r2-i320-s1234,experiment,unknown,2026-04-02T09:52:32,9df295f6a573683c611b3e2f309dbe6ea8f52bac,main,true,4,7,3,1,2,320,1234,0.722030054121,0.021562,0.007145,204,3,10,true,0,warm,1.0e-06,0.2839347103100773;0.44901166867537123;0.5045735214848516,0.2846387457669457;0.22182295384796255;0.1440613729468587
20260402T095232-k4-d7-p1-12-r2-i320-s1234,experiment,unknown,2026-04-02T09:52:32,9df295f6a573683c611b3e2f309dbe6ea8f52bac,main,true,4,7,4,1,2,640,1234,0.743813356800,0.074756,0.020358,188,3,12,true,0,warm,1.0e-06,0.2574052102605894;0.4082402597746349;0.44683446943545546;0.49772505481445417,0.284398420934023;0.23267562189168098;0.20154948921252733;0.12559447173714608
20260402T095232-k4-d7-p1-12-r2-i320-s1234,experiment,unknown,2026-04-02T09:52:32,9df295f6a573683c611b3e2f309dbe6ea8f52bac,main,true,4,7,5,1,2,1280,1234,0.759980130533,0.433814,0.147901,339,3,14,true,0,warm,1.0e-06,0.2392733616719169;0.3835968113238754;0.4093728167884665;0.4419845908305296;0.4929980457616407,0.28314913580150775;0.23438809231928082;0.21467420436843546;0.1887349728505509;0.11202276856793304
20260402T095232-k4-d7-p1-12-r2-i320-s1234,experiment,unknown,2026-04-02T09:52:32,9df295f6a573683c611b3e2f309dbe6ea8f52bac,main,true,4,7,6,1,2,1280,1234,0.772513042735,1.826626,0.675893,368,3,20,true,0,warm,1.0e-06,0.226166031116362;0.36561651147725577;0.38722943362054313;0.4044181456371533;0.4366628787845056;0.4899759948464358,0.2812887563991085;0.2331275360483276;0.21835827795142848;0.20478416994769302;0.178456994061892;0.10141220961976119
20260402T095232-k4-d7-p1-12-r2-i320-s1234,experiment,unknown,2026-04-02T09:52:32,9df295f6a573683c611b3e2f309dbe6ea8f52bac,main,true,4,7,7,1,2,1280,1234,0.782544104413,22.998547,6.473315,832,3,40,true,0,warm,1.0e-06,0.21606550590240733;0.3518254957649931;0.3716398841539357;0.3831082554579509;0.3977389709226589;0.4327129551531615;0.48814030552448867,0.2792165778374232;0.23104655467341262;0.2182126034653782;0.21081853428411657;0.19734514219688287;0.16953665285207956;0.09288615748102755
20260402T095232-k4-d7-p1-12-r2-i320-s1234,experiment,unknown,2026-04-02T09:52:32,9df295f6a573683c611b3e2f309dbe6ea8f52bac,main,true,4,7,8,1,2,1280,1234,0.790772284778,1220.072501,133.041481,9766,3,24,true,0,warm,1.0e-06,0.20795954319364746;0.3407573674114096;0.3596710914676089;0.3682820032392707;0.3762960006642387;0.39197870089090053;0.43017548971468;0.48709667958968234,0.27712728043536555;0.2286175517662549;0.21658959591716492;0.21194695994606097;0.20564363796670293;0.19095378208687488;0.16156287240006995;0.08582977496375391
20260402T095232-k4-d7-p1-12-r2-i320-s1234,experiment,unknown,2026-04-02T09:52:32,9df295f6a573683c611b3e2f309dbe6ea8f52bac,main,true,4,7,9,1,2,1280,1234,0.797657698929,313.529980,313.010150,376,3,17,true,0,warm,1.0e-06,0.20128317407979557;0.33139021840861815;0.3504830783372887;0.35766083422901435;0.3624336078351051;0.3700982305001988;0.3873493718114019;0.4320113703554535;0.4915558578215972,0.27507361647178274;0.22617169330950718;0.21440243057871217;0.2115493787196477;0.2077649821341171;0.20056875492916457;0.18457471072477777;0.15385228321961897;0.07931290293422
20260402T095232-k4-d7-p1-12-r2-i320-s1234,experiment,unknown,2026-04-02T09:52:32,9df295f6a573683c611b3e2f309dbe6ea8f52bac,main,true,4,7,10,1,2,1280,1234,0.801459912768,1209.409597,1207.534816,380,3,10,true,0,warm,1.0e-06,0.19955357541683252;0.3293351140396016;0.351264800585469;0.35923672813744717;0.36020386700627127;0.369452475792568;0.3877292186897368;0.4208771670466916;0.4741434137663893;0.4977731962526641,0.2802809072430079;0.22466156204980908;0.2161592538914513;0.20964543364470295;0.20930891347520672;0.20777280822624644;0.1941201544377478;0.1714293703204882;0.11582159194751851;0.04861361516377384
20260402T095232-k4-d7-p1-12-r2-i320-s1234,experiment,unknown,2026-04-02T09:52:32,9df295f6a573683c611b3e2f309dbe6ea8f52bac,main,true,4,7,11,1,0,1280,1234,0.801782988637,4647.958036,1579.325742,292,3,2,false,2,warm,1.0e-05,0.2085169249852291;0.3196158418320338;0.36607304980889815;0.36006713788544337;0.3643885234588698;0.3692981326195111;0.39119433161723915;0.41507734189576545;0.46792186219894155;0.4999426960654918;0.49139947535966727,0.29071537528065616;0.22507894077131502;0.2245068283215699;0.203384752822114;0.20513512626014743;0.20220775860616738;0.19551141684276757;0.17518577881404157;0.12034319476383275;0.06193495269183811;0.03365754430981135
