run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260403T081529-k4-d8-p12-12-r2-i320-s1234,experiment,unknown,2026-04-03T08:15:29,9df295f6a573683c611b3e2f309dbe6ea8f52bac,main,true,4,8,12,1,0,1280,1234,0.499999831710,122.905349,77.474161,1,1,0,true,0,warm,1.0e-04,0.1826459779445191;0.33423994671810153;0.3602940379694145;0.3769926639423632;0.3840156240209217;0.3909721954475506;0.40517800836871143;0.4269573917417847;0.4620776174403527;0.513503955643417;0.5807215057218688;0.5841744007839946,0.3833148610997568;0.30941643518642137;0.28867883687802626;0.28247428858421864;0.275522284270304;0.271220257092476;0.2639424023779199;0.24446989138621583;0.21126527270270923;0.16599781054588442;0.10571808257500072;0.04583441383584888
