run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
warmstart,experiment,warmstart,2026-04-07T09:17:42,warmstart,main,false,5,8,9,1,0,1280,1234,0.801331449990,0.0,0.0,0,1,0,true,0,warm,1.0e-06,3.3550504713169396;3.4749243674216914;3.4850454898317635;3.489720190522952;3.495749850932505;3.5109416212695987;3.5421233017414377;3.582723805997508;3.592059394080588,0.22026288948823758;0.18696407178169183;0.1787558537481853;0.1781803600492607;0.1772453008243815;0.16933536749680234;0.14313071037252925;0.10679822085472837;0.04309826635197128
