run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260331T055807-k3-d4-p10-12-r2-i320-s1234,experiment,unknown,2026-03-31T05:58:07,beea0a0b8e0a6fab6f285bf4bbafd8a6d7a3c628,main,true,3,4,10,1,2,1280,1234,0.846829350881,4016.933257,3040.903045,2201,3,238,true,0,random,1.0e-06,5.811476898179406;0.755835768939086;0.48361507138211834;0.7663139492705611;0.16382961801527074;4.405028472111113;1.2638263342644507;0.632079154341616;3.0088578437370685;4.117066242942144,0.05644643485587508;2.8120266922147863;2.8255196679693135;1.7352855367316273;2.6418382877082855;3.127087985916784;1.295159412648065;2.6736342170513367;0.2330191782471438;1.4450738891167063
