start_index,p,gamma,beta
3,9,5.519389068685636;6.109092183110582;2.2235423089649013;2.0033312826105645;1.0979482085948091;0.8633934492660748;1.6850420569364852;2.106773378122879;4.474835548150123,1.5219637000655284;1.5005439981882362;1.933789623221728;2.2122537381774947;2.6781090076052445;2.163632041823956;0.353773562968813;1.319439566452245;1.0098995123608312
497
