run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260404T210407-k4-d5-p2-2-r2-i320-s1234,experiment,unknown,2026-04-04T21:04:07,f354eb1347b61745b2131a6750a8faeac4d3e8c0,main,true,4,5,2,1,2,320,1234,0.704721640631,0.902307,0.625492,240,3,12,true,0,random,1.0e-06,3.6202970843110007;5.3337799155794094,1.4345539299415457;1.7342935894938019
