run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,gamma,beta
20260324T092213-k3-d4-p1-13-r5-i80-s1234,experiment,m4-macbook,2026-03-24T09:22:13,761ba651907296ebe4809fb0373b9d03a08fa3cc,main,true,3,4,1,1,5,80,1234,0.676056660061,1.463186,0.931142,100,6,7,true,0,random,3.6916431695847245,0.28737134801591857
20260324T092213-k3-d4-p1-13-r5-i80-s1234,experiment,m4-macbook,2026-03-24T09:22:13,761ba651907296ebe4809fb0373b9d03a08fa3cc,main,true,3,4,2,1,5,80,1234,0.739122784672,0.255390,0.254969,201,6,12,true,0,random,2.719131834243108;5.561992035788408,2.7780002277063085;2.930135257342396
20260324T092213-k3-d4-p1-13-r5-i80-s1234,experiment,m4-macbook,2026-03-24T09:22:13,761ba651907296ebe4809fb0373b9d03a08fa3cc,main,true,3,4,3,1,5,80,1234,0.777144062579,0.302285,0.281834,383,6,10,true,0,warm,2.7801979251278266;5.658936699030332;5.554755824784309,2.757820661521465;2.846121300419096;2.9656748906593102
20260324T092213-k3-d4-p1-13-r5-i80-s1234,experiment,m4-macbook,2026-03-24T09:22:13,761ba651907296ebe4809fb0373b9d03a08fa3cc,main,true,3,4,4,1,4,160,1234,0.802204018074,0.556732,0.399175,484,5,13,true,0,warm,2.8172819068677297;5.719602550189884;5.641544651206044;5.549899026337431,2.7544926865943657;2.8267975753376535;2.8754529122982433;2.9886382546838695
20260324T092213-k3-d4-p1-13-r5-i80-s1234,experiment,m4-macbook,2026-03-24T09:22:13,761ba651907296ebe4809fb0373b9d03a08fa3cc,main,true,3,4,5,1,2,320,1234,0.820480966924,1.155370,0.710435,282,3,17,true,0,warm,2.8421234091130274;5.754864647727028;5.698324931957489;5.635356748680587;5.545209570978463,2.752752481610517;2.8208656261441725;2.8558852507592407;2.8948863062151355;3.0061874386940577
20260324T092213-k3-d4-p1-13-r5-i80-s1234,experiment,m4-macbook,2026-03-24T09:22:13,761ba651907296ebe4809fb0373b9d03a08fa3cc,main,true,3,4,6,1,2,320,1234,0.834391132441,6.840869,2.507936,382,3,20,true,0,warm,2.860654665216643;5.782357186626661;5.73193113329726;5.692435145028248;5.6336373258909545;5.541168310408221,2.752951682196902;2.8198937516843414;2.846583915828133;2.872001990382058;2.9103201329973216;3.019367683005282
20260324T092213-k3-d4-p1-13-r5-i80-s1234,experiment,m4-macbook,2026-03-24T09:22:13,761ba651907296ebe4809fb0373b9d03a08fa3cc,main,true,3,4,7,1,2,320,1234,0.845313272717,68.942013,18.085350,1430,3,28,true,0,warm,2.875635322386973;5.803603485855666;5.756752353674867;5.727308614335003;5.692777601092895;5.6335272354830055;5.538751016420879,2.753725982407505;2.820304831530912;2.8446721195122397;2.8588936737866235;2.883626261760355;2.922536419181146;3.0291166183935356
20260324T092213-k3-d4-p1-13-r5-i80-s1234,experiment,m4-macbook,2026-03-24T09:22:13,761ba651907296ebe4809fb0373b9d03a08fa3cc,main,true,3,4,8,1,2,320,1234,0.854102062292,613.675896,117.335144,2240,3,35,true,0,warm,2.8878463962132686;5.821177465026786;5.775764434254524;5.750668973714299;5.730025210081992;5.695139807704682;5.634247851878428;5.5378791084694186,2.754887112511219;2.821941383241823;2.844783046655723;2.855474918776844;2.86763589114111;2.892689222607195;2.9324625852369115;3.03659344499617
20260324T092213-k3-d4-p1-13-r5-i80-s1234,experiment,m4-macbook,2026-03-24T09:22:13,761ba651907296ebe4809fb0373b9d03a08fa3cc,main,true,3,4,9,1,2,320,1234,0.861321037388,3392.435856,769.427811,2446,3,39,true,0,warm,2.8980162157266673;5.835945993311164;5.791083002999791;5.7679682659615485;5.752743765376456;5.734851466428527;5.697834365597294;5.635174106596952;5.537769623455404,2.756279871463543;2.8240007653233845;2.8462637167685334;2.8548208878473167;2.8626979577378124;2.8744499417424927;2.900183859989653;2.940806595084574;3.042630602941045
