start_index,p,gamma,beta
1,12,2.9202113660026523;0.41430414808686455;0.459242616507614;0.4807513603598664;0.49079477587815246;0.49761217756613896;0.5049298258552292;0.515871284852859;0.5349674889027348;0.579071494670125;0.64643063963662;0.7454889733818263,1.9517760168323073;0.3109612920742403;0.28881112450248664;0.2820310643546148;0.2784573522861036;0.2758127421396335;0.2720588387390439;0.2653687043508077;0.2517863553113087;0.22392782405756442;0.18137614452510142;0.08569070645455229
