run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260404T211332-k4-d5-p8-8-r2-i320-s1234,experiment,unknown,2026-04-04T21:13:32,f354eb1347b61745b2131a6750a8faeac4d3e8c0,main,true,4,5,8,1,2,1280,1234,0.804764871939,158.891117,88.079158,1466,3,102,true,0,random,1.0e-06,3.672091540967992;6.0721490628974255;0.08784589607841543;0.5730933919296421;0.8117312096012826;6.106255814519903;6.162292834054067;2.2769604344510177,1.7361584878431262;1.8543493116455962;0.8012638098986201;1.3182427944614055;1.686180416538515;2.6583363769545003;1.8287276939001171;1.4809492516024396
