start_index,p,gamma,beta
2,5,5.9280049542747;0.05709858078982492;3.057683887611562;5.788098947452739;1.3231521485586333,0.5154051811140498;1.5120525938445466;0.9190574275037532;3.012504510585824;3.1388636644221983
