start_index,p,gamma,beta
3,5,3.4530753957899836;3.619770264964277;0.7019140183461015;0.1153841231344632;4.7109358899417675,0.23200625399612387;0.1958806040712176;1.4058949986105893;0.2947599706935002;1.581053848972183
