start_index,p,gamma,beta
1,15,3.359772847159216;0.3784320201318338;0.38862641445199764;0.44829243009538616;0.2930979664805664;0.4058956900513297;0.3605980246099403;0.44488153361443916;0.5104232122227312;0.5564625963264765;0.5470850815764496;0.5628437295345761;0.5768936084370051;0.5768936084370051;0.5768936084370051,1.889233414497345;0.2808096546603548;0.2156497982853623;0.19762439717353703;0.23961224113152413;0.25949456548675903;0.2305946645995945;0.21543382873346323;0.15833621727761982;0.10480808987922657;0.03316270170342472;0.04541679090379636;0.03972993515757525;0.03972993515757525;0.03972993515757525
