start,kind,iteration,value,g_norm
1,warm,1,-6.762247675002e-01,9.605831e-02
1,warm,2,-6.784904923723e-01,5.295237e-02
1,warm,3,-6.796975394916e-01,4.727328e-02
1,warm,4,-6.804346050790e-01,3.799380e-02
1,warm,5,-6.809280389188e-01,2.715514e-02
1,warm,6,-6.816313705745e-01,2.119563e-02
1,warm,7,-6.818177046856e-01,1.856688e-02
1,warm,8,-6.819422716207e-01,1.255449e-02
1,warm,9,-6.821125545386e-01,6.957572e-03
1,warm,10,-6.821669484920e-01,5.363068e-03
1,warm,11,-6.821790585940e-01,1.475023e-03
1,warm,12,-6.821804751783e-01,2.020193e-04
1,warm,13,-6.821805022674e-01,2.155504e-05
1,warm,14,-6.821805025273e-01,2.915070e-06
1,warm,15,-6.821805025243e-01,1.114665e-07
2,random,1,-4.929500414963e-01,2.204265e-01
2,random,2,-5.266068857951e-01,1.978823e-01
2,random,3,-5.415236597809e-01,2.396178e-01
2,random,4,-6.351145717644e-01,5.454967e-01
2,random,5,-6.388740168840e-01,5.765152e-01
2,random,6,-6.735561621344e-01,1.697086e-01
2,random,7,-6.756994874799e-01,8.544807e-02
2,random,8,-6.775903437724e-01,4.062709e-02
2,random,9,-6.825422241529e-01,8.214313e-02
2,random,10,-6.852236659701e-01,1.133950e-01
2,random,11,-6.888429421407e-01,1.206897e-01
2,random,12,-6.903658205557e-01,4.343206e-02
2,random,13,-6.915071249190e-01,3.819895e-02
2,random,14,-6.923389243578e-01,4.867743e-02
2,random,15,-6.942297004280e-01,1.106102e-01
2,random,16,-6.976919790861e-01,8.190835e-02
2,random,17,-6.999797702939e-01,5.056745e-02
2,random,18,-7.010394640896e-01,5.584313e-02
2,random,19,-7.016044423527e-01,2.852383e-02
2,random,20,-7.020594844267e-01,2.261751e-02
2,random,21,-7.023864082780e-01,3.825468e-02
2,random,22,-7.028580230970e-01,3.186278e-02
2,random,23,-7.029974975822e-01,1.561927e-02
2,random,24,-7.030303664519e-01,3.235167e-03
2,random,25,-7.030323705015e-01,6.183491e-04
2,random,26,-7.030325845128e-01,5.386272e-04
2,random,27,-7.030327704673e-01,4.766793e-04
2,random,28,-7.030328804996e-01,8.171866e-05
2,random,29,-7.030328840534e-01,2.651739e-05
2,random,30,-7.030328842178e-01,3.549824e-06
2,random,31,-7.030328842292e-01,1.024595e-07
3,random,1,-4.958620327360e-01,2.157512e-01
3,random,2,-5.027973477931e-01,4.855666e-02
3,random,3,-5.373015304123e-01,2.007474e-01
3,random,4,-5.424112979777e-01,2.253479e-01
3,random,5,-5.536260748401e-01,6.943650e-01
3,random,6,-6.003786516179e-01,2.775505e-01
3,random,7,-6.015003743720e-01,2.836983e-01
3,random,8,-6.503331758044e-01,2.525027e-01
3,random,9,-6.619622295573e-01,2.037763e-01
3,random,10,-6.649232555705e-01,1.809666e-01
3,random,11,-6.744032442721e-01,2.149025e-01
3,random,12,-6.829101468711e-01,1.890274e-01
3,random,13,-6.900656143671e-01,6.578313e-02
3,random,14,-6.913551849909e-01,2.949413e-02
3,random,15,-6.915491023558e-01,1.821060e-02
3,random,16,-6.916685994325e-01,4.094063e-03
3,random,17,-6.916750043043e-01,2.072478e-03
3,random,18,-6.916890381919e-01,5.516654e-03
3,random,19,-6.917904966640e-01,1.398890e-02
3,random,20,-6.918291132536e-01,3.395206e-03
3,random,21,-6.918331356861e-01,3.347895e-04
3,random,22,-6.918331794220e-01,1.010842e-04
3,random,23,-6.918331805997e-01,8.685374e-06
3,random,24,-6.918331806228e-01,5.106123e-07
