run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260404T210649-k4-d8-p4-4-r2-i320-s1234,experiment,unknown,2026-04-04T21:06:49,f354eb1347b61745b2131a6750a8faeac4d3e8c0,main,true,4,8,4,1,2,640,1234,0.703032884175,0.919413,0.632235,214,3,30,true,0,random,1.0e-06,3.3814860144146985;6.128130971288046;5.698478645793466;0.6848496360468918,0.4246457002370373;2.78633074109973;3.0406934796502623;1.7019874445605065
