run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260404T210624-k4-d6-p4-4-r2-i320-s1234,experiment,unknown,2026-04-04T21:06:24,f354eb1347b61745b2131a6750a8faeac4d3e8c0,main,true,4,6,4,1,2,640,1234,0.750946917846,0.990312,0.709871,391,3,43,true,0,random,1.0e-06,3.460478601357603;6.075864148810072;0.7288132533643931;0.5550405882722897,0.4522100989798831;2.991599114670807;0.2116896455201275;1.7066943076582042
