run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260404T210936-k4-d5-p7-7-r2-i320-s1234,experiment,unknown,2026-04-04T21:09:36,f354eb1347b61745b2131a6750a8faeac4d3e8c0,main,true,4,5,7,1,2,1280,1234,0.805256631531,23.965295,14.537591,1012,3,80,true,0,random,1.0e-06,3.459007203653536;6.054262236210961;0.7517690987059664;0.5115869759468424;0.6716989171050336;5.324223464613561;0.031370164419318135,1.1342277115170445;1.6932865204857475;1.3389724197826178;1.361100485954601;1.4613783942623095;1.9636706909832509;2.8150100514245446
