run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260404T210431-k4-d7-p2-2-r2-i320-s1234,experiment,unknown,2026-04-04T21:04:31,f354eb1347b61745b2131a6750a8faeac4d3e8c0,main,true,4,7,2,1,2,320,1234,0.671845556977,0.933607,0.659042,155,3,8,true,0,warm,1.0e-06,3.532012009182028;5.507981410433801,1.4301451142534134;1.732930674685182
