start_index,p,gamma,beta
1,15,0.19260674215190104;0.3543242365120889;0.31208394685918955;0.41947915762096993;0.4443464514121596;0.3662753910378171;0.41385595905316525;0.521341140984658;0.48899979926490783;0.34158301382962675;0.5154338858534289;0.49616554249500067;0.49616554249500067;0.49616554249500067;0.49616554249500067,0.2779962531185584;0.2484316830249741;0.21676030462880336;0.09412732443175084;0.11310286451120172;0.1722544687688424;0.2019143352491804;0.20804815980041966;0.10539611798262821;0.059838929895079836;0.018109683419861234;0.03659949140186283;0.03659949140186283;0.03659949140186283;0.03659949140186283
