start_index,p,gamma,beta
2,7,5.9894981822927;5.73497348177197;2.3271684995641495;2.181915699437395;3.8481826874674527;3.969808833352655;1.8539604255770321,2.724172655572566;2.726484812370454;1.502281426823218;1.8898935463633573;0.23428989385326987;3.264815835781095;3.070109509849804
