start_index,p,gamma,beta
3,6,2.833327657788087;5.74070858128177;3.9761023276597225;3.2844113057155013;12.436615608264946;-2.1828675579662637,-0.39259387310774513;7.5237816109026685;-7.604521005682863;-2.4293612565218137;-5.961874840141477;-1.7128459409674681
