run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260404T210637-k4-d7-p4-4-r2-i320-s1234,experiment,unknown,2026-04-04T21:06:37,f354eb1347b61745b2131a6750a8faeac4d3e8c0,main,true,4,7,4,1,2,640,1234,0.728520446010,0.887312,0.623088,261,3,42,true,0,random,1.0e-06,2.871420886105974;2.712807760048932;2.515017572592462;3.2425551067217646,0.2869211138309722;1.3394794124085834;1.3721489451120568;1.2207873677746934
