run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260404T210753-k4-d8-p5-5-r2-i320-s1234,experiment,unknown,2026-04-04T21:07:53,f354eb1347b61745b2131a6750a8faeac4d3e8c0,main,true,4,8,5,1,2,1280,1234,0.723130679419,1.711048,0.847479,631,3,18,true,0,warm,1.0e-06,3.4418146577731985;5.7232885047086715;3.2895715012046494;5.693367446647375;5.818858193220558,0.07626344380942458;2.7435900407980425;0.14947665250519132;2.9422029184724545;1.444885720728412
