start,kind,iteration,value,g_norm
1,warm,1,-5.177204319443e-01,6.108322e-01
1,warm,2,-5.889365894976e-01,5.566298e-01
1,warm,3,-6.307314602900e-01,4.186419e-01
1,warm,4,-6.783839655674e-01,2.738728e-01
1,warm,5,-6.993345534321e-01,2.640331e-01
1,warm,6,-7.066759686419e-01,1.880460e-01
1,warm,7,-7.095102280229e-01,1.857700e-02
1,warm,8,-7.095614877084e-01,2.171360e-03
1,warm,9,-7.095626452047e-01,1.591862e-03
1,warm,10,-7.095635580016e-01,3.019082e-04
1,warm,11,-7.095635623424e-01,1.353698e-06
1,warm,12,-7.095635623427e-01,5.851405e-09
2,random,1,-5.604117701775e-01,2.793277e-01
2,random,2,-5.688083762500e-01,3.550568e-01
2,random,3,-5.740277088217e-01,7.189424e-02
2,random,4,-5.746463719449e-01,3.489741e-02
2,random,5,-5.750511549256e-01,2.728585e-02
2,random,6,-5.794305797536e-01,2.044839e-01
2,random,7,-5.831712085061e-01,5.752204e-02
2,random,8,-5.833990623345e-01,9.513643e-03
2,random,9,-5.834119116081e-01,3.728231e-04
2,random,10,-5.834119407029e-01,1.744181e-04
2,random,11,-5.834119416659e-01,3.136818e-06
2,random,12,-5.834119416666e-01,1.347254e-08
3,random,1,-4.988291450426e-01,5.816421e-02
3,random,2,-5.005886073182e-01,1.179589e-02
3,random,3,-5.436037762525e-01,2.874301e-01
3,random,4,-5.464540304165e-01,2.223010e-01
3,random,5,-5.916635586311e-01,8.505889e-01
3,random,6,-6.060398641587e-01,8.857564e-01
3,random,7,-6.190558301966e-01,8.782404e-01
3,random,8,-6.429619415098e-01,5.720563e-01
3,random,9,-6.623330169680e-01,6.040130e-02
3,random,10,-6.640683346141e-01,1.202242e-01
3,random,11,-6.740337252531e-01,2.489111e-01
3,random,12,-6.791338503021e-01,1.973672e-01
3,random,13,-6.858728988729e-01,1.226223e-01
3,random,14,-6.880493473946e-01,1.675999e-02
3,random,15,-6.880722944361e-01,9.827559e-04
3,random,16,-6.880729203804e-01,5.007019e-04
3,random,17,-6.880729726821e-01,4.730752e-05
3,random,18,-6.880729729851e-01,5.561038e-07
