start_index,p,gamma,beta
3,9,5.301153292978807;5.812769103991045;1.82259171265621;2.257889945131524;0.3540418764514461;0.384518422770817;1.380933893177986;2.384782593376123;4.512031935578332,1.5841896182721202;1.5671556460756029;1.6729210450672887;1.686371670275026;2.849050823348452;1.7885571135564482;0.03038045020561199;1.6985729193158732;1.5736757025687271
