start_index,p,gamma,beta
3,6,5.907866803242326;-2.6080654358478146;5.259584302618855;1.479615251296998;6.096174370743614;5.6712487941410865,-1.5455831943063911;-3.423292508416517;-0.0009714823966726836;1.7185159493680435;2.322310875257609;2.9447655142984464
