run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260404T210444-k4-d8-p2-2-r2-i320-s1234,experiment,unknown,2026-04-04T21:04:44,f354eb1347b61745b2131a6750a8faeac4d3e8c0,main,true,4,8,2,1,2,320,1234,0.677373882495,0.936083,0.628217,117,3,14,true,0,random,1.0e-06,3.447669802825142;0.4799866465692997,0.2744094802156352;0.17217110985043194
