start_index,p,gamma,beta
2,8,3.402664849454579;5.63260612163165;0.1618862285866488;2.4960919468286527;0.08848169202623674;6.1946636179164045;3.80825643339808;3.1990346446945837,1.9557367090821152;2.982186364762695;0.5097101148555296;2.3747796840080757;-0.3734569464772754;-0.7202060620304992;2.0508389273570797;0.33671005620985
