start_index,p,gamma,beta
3,7,6.013147115697349;4.458331316659468;1.9824805659018476;1.6022801730065748;3.658393113362908;0.17406750986383906;-2.4505121898383884,2.681630049148246;1.579190624149209;1.6774485694204222;1.5579678532616126;2.9750177245945677;5.14211578559999;3.003731696493514
