start_index,p,gamma,beta
3,9,2.857408218806475;3.0288258874156786;0.5081048438144481;0.6564547831582485;0.1431231499463213;2.5939779993014502;3.6958765500724313;3.5355115172369675;3.4773368307795374,1.7917712155633883;1.949343906719833;2.822531453973182;1.7496905060364145;-0.5081013214609305;1.8227488547988018;0.9790431898266376;1.5951433856101846;2.025711654499528
