run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260331T232833-k3-d5-p1-15-r2-i320-s1234,cluster,slurm-987277-2,2026-03-31T23:28:33,7e19a0dd88b7c04828eed77b885de33207dbcefb,main,true,3,5,1,1,2,320,1234,0.655445198972,0.783083,0.590182,46,3,6,true,0,random,1.0e-06,3.628989454747739,2.8536248282575563
20260331T232833-k3-d5-p1-15-r2-i320-s1234,cluster,slurm-987277-2,2026-03-31T23:28:33,7e19a0dd88b7c04828eed77b885de33207dbcefb,main,true,3,5,2,1,2,320,1234,0.711560547762,0.037421,0.022169,107,3,10,true,0,warm,1.0e-06,3.5146841552202592;3.7701534857983705,2.7827614884116003;0.21005189805844537
20260331T232833-k3-d5-p1-15-r2-i320-s1234,cluster,slurm-987277-2,2026-03-31T23:28:33,7e19a0dd88b7c04828eed77b885de33207dbcefb,main,true,3,5,3,1,2,320,1234,0.745876655551,0.073157,0.034000,249,3,13,true,0,warm,1.0e-06,3.4612918537034134;3.6846184249661795;3.768498222273252,2.7617356907603092;0.2873656381551467;2.968208280791388
20260331T232833-k3-d5-p1-15-r2-i320-s1234,cluster,slurm-987277-2,2026-03-31T23:28:33,7e19a0dd88b7c04828eed77b885de33207dbcefb,main,true,3,5,4,1,2,640,1234,0.768844090898,0.157219,0.053469,355,3,14,true,0,warm,1.0e-06,3.428361715438777;3.632291161404578;3.6946615564128087;3.770110002482438,2.757250825864757;0.3088928928183268;2.8847433555842956;0.149693653926934
20260331T232833-k3-d5-p1-15-r2-i320-s1234,cluster,slurm-987277-2,2026-03-31T23:28:33,7e19a0dd88b7c04828eed77b885de33207dbcefb,main,true,3,5,5,1,2,1280,1234,0.785709743790,0.354355,0.174481,286,3,18,true,0,warm,1.0e-06,3.4059862404866172;3.60048960858329;3.6444018394589426;3.6976085275110178;3.771799684866186,2.754862658677329;0.31574666922211514;2.8621089100697534;0.2373439212374359;3.009316927917362
20260331T232833-k3-d5-p1-15-r2-i320-s1234,cluster,slurm-987277-2,2026-03-31T23:28:33,7e19a0dd88b7c04828eed77b885de33207dbcefb,main,true,3,5,6,1,2,1280,1234,0.798643367187,2.107236,0.580926,599,3,23,true,0,warm,1.0e-06,3.389372495072318;3.5765460708951906;3.6152475974945557;3.646445822760669;3.6977270961680477;3.7735046520605096,2.7545199373462474;0.3178862561532487;2.852455648342566;0.26295230418914173;2.919824065698199;0.11903484178302115
20260331T232833-k3-d5-p1-15-r2-i320-s1234,cluster,slurm-987277-2,2026-03-31T23:28:33,7e19a0dd88b7c04828eed77b885de33207dbcefb,main,true,3,5,7,1,2,1280,1234,0.808900424026,18.345430,4.043146,929,3,28,true,0,warm,1.0e-06,3.3763228496112285;3.5581801152434913;3.593878076047246;3.617912582992902;3.6448117715339166;3.697898454056021;3.7753185834314817,2.7549354539097775;0.3179462021640161;2.8493704188941975;0.2761955115183424;2.891249922284331;0.20876320751446942;3.0329269746556586
20260331T232833-k3-d5-p1-15-r2-i320-s1234,cluster,slurm-987277-2,2026-03-31T23:28:33,7e19a0dd88b7c04828eed77b885de33207dbcefb,main,true,3,5,8,1,2,1280,1234,0.817250854163,78.685210,17.890639,784,3,31,true,0,warm,1.0e-06,3.365869892554311;3.543303332401798;3.577783125613332;3.5978975868373184;3.6157712014813237;3.6429582477701845;3.699008368726343;3.7774963374659456,2.7558096146875273;0.31684925784564005;2.848791816567393;0.28070947531857915;2.874901687714786;0.2398013520681954;2.9441959740029806;0.10012276102810658
20260331T232833-k3-d5-p1-15-r2-i320-s1234,cluster,slurm-987277-2,2026-03-31T23:28:33,7e19a0dd88b7c04828eed77b885de33207dbcefb,main,true,3,5,9,1,2,1280,1234,0.824202501328,809.318199,110.892676,1581,3,41,true,0,warm,1.0e-06,3.357343522312883;3.5311052955669795;3.5650243075270023;3.5832941171006953;3.596318460330215;3.6129837840420933;3.64223524616973;3.7016277797520076;3.7806949642380894,2.7568794713946962;0.31531535110090936;2.849582632882385;0.2823216349573403;2.8691440242525945;0.25881855466871423;2.911316400833209;0.18696086056539063;3.048903049967874
20260331T232833-k3-d5-p1-15-r2-i320-s1234,cluster,slurm-987277-2,2026-03-31T23:28:33,7e19a0dd88b7c04828eed77b885de33207dbcefb,main,true,3,5,10,1,2,1280,1234,0.830103439004,4964.378782,1141.715804,1886,3,87,true,0,warm,1.0e-06,3.350318595802535;3.5209611633818803;3.5546881485810857;3.5719665419091986;3.5824428100583487;3.5936985270313886;3.6112845728201464;3.6431364412065093;3.706254559876595;3.7855695897868,2.75799922868506;0.3136154931403209;2.8509187860387657;0.28223174626748815;2.866482491838229;0.2656375968381017;2.8900939997756616;0.2210776822480613;2.964687040107329;0.08593398142648345
20260331T232833-k3-d5-p1-15-r2-i320-s1234,cluster,slurm-987277-2,2026-03-31T23:28:33,7e19a0dd88b7c04828eed77b885de33207dbcefb,main,true,3,5,11,1,0,1280,1234,0.835196864974,2715.091266,2702.634767,195,1,23,true,0,warm,1.0e-05,3.345523621072101;3.5128908277435347;3.5456727905648617;3.5628837751268185;3.571663510646181;3.5787437765219057;3.5892525987997197;3.6119481635657578;3.646685102562919;3.7167064456198586;3.795221764267317,2.7591399692174967;0.3114226325094759;2.852466233548585;0.28127081891617095;2.8662509195394037;0.26786317320534275;2.8832826907103333;0.2443088814458798;2.9296551536634334;0.1672122308250828;3.0621174477615445
