run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260403T090432-k4-d6-p12-12-r2-i320-s1234,experiment,unknown,2026-04-03T09:04:32,9df295f6a573683c611b3e2f309dbe6ea8f52bac,main,true,4,6,12,1,0,1280,1234,0.731436296373,8807.336842,8764.802816,127,1,4,true,0,warm,1.0e-04,0.1826459778611347;0.33423994674491037;0.3602940379296318;0.37699266398942466;0.38401562401371286;0.39097219539619266;0.4051780084217836;0.42695739174336844;0.4620776174871079;0.51350395544994;0.5807215059513691;0.5841744007647441,0.3833148606032755;0.30941643505611993;0.28867883683137463;0.28247428847236683;0.2755222843754619;0.27122025694358654;0.2639424021602665;0.24446989130264493;0.21126527273044585;0.16599781064934982;0.10571808254433908;0.045834413834891057
