run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260404T210807-k5-d6-p5-5-r2-i320-s1234,experiment,unknown,2026-04-04T21:08:07,f354eb1347b61745b2131a6750a8faeac4d3e8c0,main,true,5,6,5,1,2,1280,1234,0.772714933191,1.220431,0.899601,301,3,37,true,0,random,1.0e-06,3.4410234329100517;0.47064746018172965;0.5434339757252911;0.7465932974157148;0.9015045756797522,2.9129702271578553;2.8808210384241812;1.5128007464439275;1.6841970604953693;1.497078347054007
