start_index,p,gamma,beta
2,6,148.1106690555593;129.0131836212614;-19.2953071425064;-21.445403622690396;-336.8287669885136;-200.4793580299343,73.94009946474084;-2.598653249238561;-76.59842583997874;-122.62117696976809;73.60775352789138;472.6956652295951
