run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260401T010935-k4-d5-p1-11-r2-i320-s1234,experiment,unknown,2026-04-01T01:09:35,3e6815edca4049974246fdcc9493595e63c10a7b,main,true,4,5,1,1,2,320,1234,0.666029441080,0.814737,0.582833,53,3,6,true,0,random,1.0e-06,5.77615886154457,1.3373708849395642
20260401T010935-k4-d5-p1-11-r2-i320-s1234,experiment,unknown,2026-04-01T01:09:35,3e6815edca4049974246fdcc9493595e63c10a7b,main,true,4,5,2,1,2,320,1234,0.727176266715,0.002685,0.001568,106,3,8,true,0,warm,1.0e-06,5.890000264083629;5.65372600891602,1.2928974103131294;1.398147655497664
20260401T010935-k4-d5-p1-11-r2-i320-s1234,experiment,unknown,2026-04-01T01:09:35,3e6815edca4049974246fdcc9493595e63c10a7b,main,true,4,5,3,1,2,320,1234,0.764453585875,0.015147,0.009864,166,3,10,true,0,warm,1.0e-06,5.943506227187102;5.735964660851048;5.660318593761734,1.2841729948205827;1.3439322797630524;1.4254054503064162
20260401T010935-k4-d5-p1-11-r2-i320-s1234,experiment,unknown,2026-04-01T01:09:35,3e6815edca4049974246fdcc9493595e63c10a7b,main,true,4,5,4,1,2,640,1234,0.789496028107,0.020262,0.019855,48,3,13,true,0,warm,1.0e-06,5.975272798141875;5.786202477512336;5.732344024354939;5.664444876349468,1.285309725215067;1.334626962654822;1.3628320909912814;1.443180690143491
20260401T010935-k4-d5-p1-11-r2-i320-s1234,experiment,unknown,2026-04-01T01:09:35,3e6815edca4049974246fdcc9493595e63c10a7b,main,true,4,5,5,1,2,1280,1234,0.807821743609,0.465301,0.216308,366,3,18,true,0,warm,1.0e-06,5.996607192627439;5.8156375158327585;5.7787164672959905;5.735924770352633;5.667838321193747,1.2871445711705187;1.333992892026226;1.3520617222535773;1.3749232043984863;1.4564605600710687
20260401T010935-k4-d5-p1-11-r2-i320-s1234,experiment,unknown,2026-04-01T01:09:35,3e6815edca4049974246fdcc9493595e63c10a7b,main,true,4,5,6,1,2,1280,1234,0.821877186609,3.384005,0.810280,665,3,22,true,0,warm,1.0e-06,6.012013757204898;5.837255840854482;5.805221478817548;5.781651716874256;5.74129577292939;5.669675053955821,1.2894511576121832;1.3359979463296676;1.349150490088988;1.3616102140367128;1.3848034379602348;1.4669328365444216
20260401T010935-k4-d5-p1-11-r2-i320-s1234,experiment,unknown,2026-04-01T01:09:35,3e6815edca4049974246fdcc9493595e63c10a7b,main,true,4,5,7,1,2,1280,1234,0.833005578464,23.862269,4.489514,1006,3,28,true,0,warm,1.0e-06,6.023966968746682;5.853819240446664;5.824199163021211;5.8078855664239875;5.78788540887104;5.745531631885583;5.67042585898699,1.2918588610265325;1.338572130425544;1.350286423925894;1.356075743302582;1.3686289563903198;1.3933669544500475;1.4753147119475953
20260401T010935-k4-d5-p1-11-r2-i320-s1234,experiment,unknown,2026-04-01T01:09:35,3e6815edca4049974246fdcc9493595e63c10a7b,main,true,4,5,8,1,2,1280,1234,0.842036903358,101.775819,35.545226,957,3,46,true,0,warm,1.0e-06,6.033551151052068;5.8671850770483065;5.838627085520338;5.825735595054309;5.815247891116548;5.793756641311701;5.748479298944634;5.6706105105542886,1.2941925538547825;1.3413975789398853;1.3523451539234568;1.3560992212830334;1.3607131124812097;1.3744939292255673;1.4009909450382132;1.4821652675071317
20260401T010935-k4-d5-p1-11-r2-i320-s1234,experiment,unknown,2026-04-01T01:09:35,3e6815edca4049974246fdcc9493595e63c10a7b,main,true,4,5,9,1,2,1280,1234,0.849520211129,5407.031967,484.211387,10010,3,27,true,0,warm,1.0e-06,6.041355207716759;5.878241486498342;5.85021920614136;5.839215097887074;5.832926955656998;5.822791509331747;5.7983804741018625;5.750236474206601;5.670238889791546,1.2963887187158558;1.3441892625234748;1.3549025950566698;1.3575639606893841;1.359682109591207;1.3644086004561125;1.3797284344554217;1.4079203880017286;1.4879401525414244
20260401T010935-k4-d5-p1-11-r2-i320-s1234,experiment,unknown,2026-04-01T01:09:35,3e6815edca4049974246fdcc9493595e63c10a7b,main,true,4,5,10,1,2,1280,1234,0.855869587563,5377.378477,5375.171324,2365,3,41,true,0,warm,1.0e-06,6.04781212873083;5.888510955419404;5.859613720799676;5.849453228837441;5.844710276033084;5.839036523005966;5.831204616353161;5.8021109147183365;5.745187552831144;5.659561629457051,1.2985406512337063;1.3472466508699357;1.3575679922511845;1.3591853260555207;1.360027838053157;1.362910236492109;1.3692055896941375;1.3853661731519782;1.4148270800420246;1.494225543337557
20260401T010935-k4-d5-p1-11-r2-i320-s1234,experiment,unknown,2026-04-01T01:09:35,3e6815edca4049974246fdcc9493595e63c10a7b,main,true,4,5,11,1,0,1280,1234,0.860527841387,7671.736448,7662.704885,518,1,13,true,0,warm,1.0e-05,6.0483348392145775;5.886517750776545;5.860860753476075;5.849161272155168;5.84373630427307;5.837680928777936;5.826820156581388;5.800910154807641;5.748067210053085;5.6792125138466885;5.649440497615468,1.3001526217028019;1.3463077430091834;1.3562802047427958;1.3592662103786852;1.360811676133799;1.363175444396211;1.3668175917046042;1.3772228388433672;1.402017443600281;1.4547899233848265;1.5283695942439384
