start_index,p,gamma,beta
1,10,-2.766562939016526e14;-4.781396063905483e14;-7.496756791555531e14;4.1911002535468475e14;-1.4993513583111098e15;2.361183241434859e14;3.541774862152593e13;4.6633369018338125e14;4.987999597531101e14;3.541774862152271e14,-7.083549724304454e14;1.151076830199478e14;-2.0461128526558642e15;-1.5989637763091445e15;-6.781023121495634e14;-1.5148466233330292e15;-1.8926359419626e14;-3.390511560747817e14;3.316171182130768e15;-6.816071935235682e14
