start_index,p,gamma,beta
2,8,3.4449982829686734;6.139056714511411;0.4944894683222249;2.6103007507557794;0.33980400122709314;4.528911637428616;4.2272563881940926;3.1401812393488955,1.8053539065733772;2.6664499402626536;0.004074975999340095;1.9750621357114344;0.10138465199704172;0.002273472150115349;2.428016106796039;0.6044728827895596
