start_index,p,gamma,beta
3,5,0.5733181227695824;0.17720215099680642;4.949717448142251;-0.16358752570134572;0.8126982666019809,1.3803719332722324;0.3999505537412565;0.0272740516592209;1.5180194357859542;2.987581024973083
