start_index,p,gamma,beta
2,9,4.041063164797288;2.406937084904348;2.6734100728010564;0.16430837685494099;5.438359208049104;2.7690600691994147;6.538719284036928;0.18424744950589939;4.659879658642328,3.1368408890380413;2.1936176673610555;2.5270337419763385;0.23909417168317226;3.7990885117141233;0.03086942650937368;2.8756113564178225;2.521159284149121;3.131309516666659
