start_index,p,gamma,beta
1,12,0.23404077229213402;0.40088039066030556;0.42804604438678057;0.43381464302390266;0.43443981769418955;0.44760588344158925;0.4562080144405443;0.4772594483716379;0.5295968931219348;0.5928676155244674;0.6371474957000973;0.6347872931950675,0.2775024266856362;0.23075368022266082;0.2137187170009641;0.2160578655052653;0.20837897936656602;0.21157973259999718;0.21014723162840923;0.19468237285157122;0.18063810002442177;0.11241943305612816;0.06546840283686718;0.036380396437245714
