start_index,p,gamma,beta
1,11,0.18273963624789644;0.3302037467419467;0.3590738179280436;0.37240324998542323;0.37991472664329573;0.3874737480365784;0.39819996141064057;0.4139907160299143;0.44102632440683226;0.5058672371552317;0.5756412806981779,0.3812365765347383;0.31020039523795934;0.287690050912852;0.27913889629228933;0.27380079912787775;0.2675433897477534;0.2561846828608219;0.23749000475081852;0.20790086648857478;0.1637476645345408;0.07882151771017062
