run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260404T210820-k4-d5-p6-6-r2-i320-s1234,experiment,unknown,2026-04-04T21:08:20,f354eb1347b61745b2131a6750a8faeac4d3e8c0,main,true,4,5,6,1,2,1280,1234,0.785871225898,3.480470,3.055570,564,3,65,true,0,random,1.0e-06,3.458729418348955;0.7391296802736633;2.980012655837726;2.977468062855772;1.811779728393843;2.2152223662949506,2.8547011798440396;1.7124467962203915;2.150718013800174;0.19921334327130827;3.1082070344032573;1.7080804100717566
