run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260404T210921-k5-d6-p6-6-r2-i320-s1234,experiment,unknown,2026-04-04T21:09:21,f354eb1347b61745b2131a6750a8faeac4d3e8c0,main,true,5,6,6,1,2,1280,1234,0.768988357973,3.202614,2.284476,378,3,45,true,0,warm,1.0e-06,5.656410690690227;0.747518196058785;2.7265324463354537;3.623440583302301;2.4531122995460866;0.10523047567926087,3.134267523660677;2.422810816252692;1.7910479720079047;1.761028347847716;2.9740585332654375;1.8636110239942556
