run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
warmstart,experiment,warmstart,2026-04-08T14:15:27,warmstart,main,false,6,8,9,1,0,1280,1234,0.861686770735,0.0,0.0,0,1,0,true,0,warm,1.0e-06,0.2283591744430263;0.3384770770983899;0.34766610642648577;0.3487946385815941;0.3519295321490891;0.36599490759952974;0.3961539595101888;0.44363270209036887;0.44431870181740557,0.18176555763511199;0.15208797025504045;0.1524513000437133;0.15445555662778884;0.16162245204105238;0.15299992127874718;0.13082573475667744;0.07325230323025722;0.06496331949113086
